time,gFx,gFy,gFz,TgF
82.9602732,1.3413,-0.8461,-0.5184,1.668
82.96188153,1.3946,-0.7582,-0.5702,1.687
82.96420846,1.4317,-0.6727,-0.6049,1.694
82.96768143,1.4585,-0.5922,-0.6307,1.696
82.96926877,1.4575,-0.5077,-0.6444,1.673
82.9714307,1.46,-0.4408,-0.6322,1.651
82.97338627,1.4375,-0.3797,-0.6342,1.616
82.9767633,1.4053,-0.3255,-0.6049,1.564
82.97842096,1.3789,-0.2909,-0.5848,1.526
82.98070054,1.3462,-0.2537,-0.5306,1.469
82.9845696,1.312,-0.2396,-0.4779,1.417
82.98664502,1.2788,-0.2362,-0.4198,1.367
82.98943544,1.252,-0.2274,-0.3592,1.322
82.99041653,1.2246,-0.2215,-0.2874,1.277
82.99361929,1.2002,-0.2176,-0.2171,1.239
82.99580887,1.1699,-0.2122,-0.1532,1.199
82.99915403,1.1455,-0.2059,-0.0794,1.167
83.00117705,1.125,-0.202,-0.0174,1.143
83.00309304,1.1055,-0.1922,0.0392,1.123
83.00552492,1.0781,-0.1854,0.1032,1.099
83.00911403,1.0605,-0.1868,0.1648,1.089
83.01150164,1.0395,-0.182,0.2053,1.075
83.01277653,1.0102,-0.1776,0.2536,1.057
83.01792664,0.9863,-0.1785,0.2942,1.045
83.01849106,0.9687,-0.1766,0.3269,1.038
83.02071971,0.9433,-0.1702,0.3484,1.02
83.02285684,0.9135,-0.1712,0.3723,1.001
83.02793085,0.8857,-0.1693,0.3786,0.978
83.02825507,0.8506,-0.1717,0.3791,0.947
83.0304771,0.812,-0.1712,0.3747,0.911
83.03296231,0.7827,-0.1805,0.3708,0.885
83.04122533,0.746,-0.1834,0.3469,0.843
83.04160372,0.7167,-0.1883,0.3322,0.812
83.04176492,0.6865,-0.1898,0.2932,0.77
83.04286914,0.6621,-0.1898,0.2712,0.74
83.04501153,0.645,-0.1878,0.24,0.713
83.04746012,0.624,-0.1893,0.2077,0.684
83.05070768,0.6142,-0.1883,0.1731,0.665
83.05275414,0.6147,-0.1898,0.1325,0.657
83.05588184,0.6186,-0.1829,0.0925,0.652
83.05732012,0.6328,-0.1864,0.0578,0.662
83.05972565,0.6552,-0.1912,0.0251,0.683
83.06214268,0.6855,-0.2025,-0.0032,0.715
83.06429221,0.7216,-0.2157,-0.0291,0.754
83.06736377,0.7583,-0.2264,-0.053,0.793
83.0691433,0.7934,-0.242,-0.0736,0.833
83.07161294,0.8296,-0.2557,-0.0946,0.873
83.07343434,0.8647,-0.2684,-0.1112,0.912
83.07723533,0.8945,-0.2811,-0.1356,0.947
83.07975039,0.9199,-0.2977,-0.159,0.98
83.08181481,0.938,-0.3104,-0.1815,1.005
83.0848607,0.9482,-0.3226,-0.2015,1.022
83.0865769,0.959,-0.3343,-0.224,1.04
83.08918137,0.959,-0.3465,-0.2445,1.049
83.09277544,0.959,-0.3622,-0.264,1.059
83.09397742,0.9546,-0.3714,-0.2801,1.062
83.09644283,0.9433,-0.3807,-0.2953,1.059
83.09862252,0.9321,-0.3871,-0.3055,1.054
83.10117664,0.9126,-0.3866,-0.3148,1.04
83.10458387,0.8969,-0.3866,-0.3182,1.027
83.10741731,0.8735,-0.39,-0.3172,1.008
83.1088583,0.8545,-0.3876,-0.3202,0.991
83.11133393,0.8354,-0.3832,-0.3158,0.972
83.11347825,0.8144,-0.3749,-0.3109,0.949
83.11703976,0.7983,-0.3705,-0.3011,0.93
83.11852783,0.7836,-0.3631,-0.2874,0.91
83.12116596,0.7705,-0.3553,-0.2689,0.89
83.12399976,0.7685,-0.3451,-0.2489,0.878
83.12921455,0.7587,-0.3387,-0.2259,0.861
83.12980643,0.767,-0.326,-0.2,0.857
83.12999294,0.7553,-0.3207,-0.1785,0.84
83.13250851,0.7597,-0.3128,-0.1483,0.835
83.14591012,0.7602,-0.305,-0.1248,0.829
83.1460332,0.7631,-0.2987,-0.0897,0.824
83.14614117,0.7617,-0.2899,-0.0613,0.817
83.14624575,0.7578,-0.285,-0.0394,0.811
83.14634934,0.7558,-0.2796,-0.0037,0.806
83.14766669,0.7558,-0.2689,0.0217,0.803
83.15026356,0.7465,-0.2655,0.0436,0.794
83.15291148,0.7451,-0.2596,0.0734,0.792
83.15613903,0.7465,-0.2484,0.1027,0.793
83.1583245,0.7407,-0.2464,0.1169,0.789
83.16043861,0.7392,-0.2406,0.1389,0.79
83.16247335,0.7348,-0.2381,0.1545,0.788
83.16548023,0.7309,-0.2342,0.1696,0.786
83.16784231,0.7319,-0.2308,0.1818,0.789
83.17000414,0.7275,-0.2357,0.1887,0.788
83.17244075,0.728,-0.2352,0.1926,0.789
83.176237,0.7246,-0.2318,0.1921,0.785
83.17783533,0.726,-0.2274,0.1892,0.784
