time,gFx,gFy,gFz,TgF
19.12647984,-0.1456,0.7507,-0.6664,1.014
19.12670791,-0.1432,0.7483,-0.6683,1.013
19.12683322,-0.1466,0.7503,-0.6669,1.014
19.12859275,-0.1461,0.7512,-0.6649,1.014
19.13069859,-0.1447,0.7503,-0.6654,1.013
19.13353463,-0.1461,0.7522,-0.6639,1.014
19.1356426,-0.1412,0.7507,-0.6654,1.013
19.13819478,-0.1398,0.7478,-0.6649,1.01
19.14154812,-0.1412,0.7473,-0.6693,1.013
19.14282921,-0.1393,0.7478,-0.6674,1.012
19.14540624,-0.1398,0.7449,-0.6664,1.009
19.14769338,-0.1398,0.7483,-0.6669,1.012
19.15059187,-0.1412,0.7493,-0.6659,1.012
19.15302015,-0.1403,0.7478,-0.6644,1.01
19.15525088,-0.1408,0.7439,-0.6654,1.008
19.15831223,-0.1403,0.7473,-0.6639,1.009
19.16043525,-0.1398,0.7478,-0.6674,1.012
19.16292906,-0.1388,0.7464,-0.6679,1.011
19.16537421,-0.1403,0.7459,-0.6669,1.01
19.16755807,-0.1417,0.7464,-0.6674,1.011
19.17031968,-0.1417,0.7464,-0.6669,1.011
19.17266213,-0.1412,0.7478,-0.6703,1.014
19.175419,-0.1437,0.7478,-0.6688,1.014
19.17721192,-0.1427,0.7454,-0.6664,1.01
19.18015937,-0.1422,0.7478,-0.6718,1.015
19.18236812,-0.1437,0.7483,-0.6683,1.014
19.18486025,-0.1412,0.7493,-0.6683,1.014
19.18727682,-0.1452,0.7527,-0.6679,1.017
19.1894626,-0.1422,0.7512,-0.6669,1.015
19.19200994,-0.1476,0.7468,-0.6688,1.013
19.19441275,-0.1476,0.7468,-0.6693,1.014
19.19684666,-0.1471,0.7493,-0.6713,1.017
19.19974109,-0.1471,0.7478,-0.6708,1.015
19.2021138,-0.1496,0.7507,-0.6693,1.017
19.20428661,-0.1491,0.7454,-0.6727,1.015
19.20739333,-0.1442,0.7449,-0.6722,1.014
19.20973859,-0.1456,0.7468,-0.6713,1.015
19.21223744,-0.1452,0.7464,-0.6727,1.015
19.21489057,-0.1447,0.7503,-0.6713,1.017
19.21913801,-0.1437,0.7459,-0.6732,1.015
19.21958005,-0.1427,0.7473,-0.6732,1.016
19.22187807,-0.1442,0.7424,-0.6718,1.012
19.22390895,-0.1412,0.7498,-0.6747,1.018
19.22645489,-0.1417,0.7468,-0.6737,1.016
19.22918926,-0.1442,0.7464,-0.6722,1.015
19.23138176,-0.1408,0.7439,-0.6737,1.013
19.23392161,-0.1417,0.7454,-0.6703,1.012
19.23634989,-0.1417,0.742,-0.6708,1.01
19.23871499,-0.1452,0.7449,-0.6703,1.013
19.241679,-0.1432,0.7449,-0.6698,1.012
19.24379786,-0.1427,0.7464,-0.6698,1.013
19.24586296,-0.1437,0.7434,-0.6718,1.012
19.24844676,-0.1461,0.7439,-0.6683,1.011
19.25098999,-0.1452,0.7459,-0.6669,1.011
19.25334249,-0.1466,0.7459,-0.6679,1.012
19.25629515,-0.1471,0.7449,-0.6688,1.012
19.25840234,-0.1471,0.7473,-0.6669,1.012
19.26079489,-0.1456,0.7439,-0.6664,1.009
19.26345255,-0.1491,0.7468,-0.6654,1.011
19.26609817,-0.1505,0.7454,-0.663,1.009
19.26829827,-0.1481,0.7454,-0.6635,1.009
19.27112869,-0.1491,0.7488,-0.662,1.011
19.27338005,-0.1505,0.7459,-0.6654,1.011
19.27590692,-0.15,0.7468,-0.6644,1.011
19.27792666,-0.151,0.7488,-0.6639,1.012
19.28037218,-0.1525,0.7459,-0.6625,1.009
19.28312864,-0.151,0.7483,-0.6644,1.012
19.28509515,-0.153,0.7522,-0.663,1.014
19.2876639,-0.1525,0.7498,-0.662,1.012
19.28989551,-0.15,0.7522,-0.661,1.013
19.29257937,-0.1525,0.7527,-0.663,1.015
19.29519682,-0.15,0.7537,-0.6615,1.014
19.29733744,-0.1549,0.7507,-0.6639,1.014
19.30098072,-0.1525,0.7522,-0.6644,1.015
19.30248218,-0.153,0.7532,-0.6664,1.017
19.30508598,-0.1535,0.7537,-0.6654,1.017
19.30735489,-0.151,0.7522,-0.6669,1.017
19.30969947,-0.1481,0.7547,-0.6683,1.019
19.31219489,-0.1491,0.7512,-0.6669,1.016
19.31443978,-0.1476,0.7488,-0.6659,1.013
19.3215439,-0.1466,0.7547,-0.6708,1.02
19.32241739,-0.1471,0.7542,-0.6683,1.018
19.32274359,-0.1432,0.7527,-0.6703,1.018
19.32481067,-0.1422,0.7571,-0.6708,1.021
19.336829,-0.1427,0.7556,-0.6683,1.019
19.33739338,-0.1461,0.7532,-0.6674,1.017
19.33757468,-0.1427,0.7542,-0.6644,1.015
19.33773906,-0.1408,0.7517,-0.6688,1.016
19.33788968,-0.1427,0.7542,-0.6669,1.017
19.33948421,-0.1427,0.7483,-0.6674,1.013
19.34181635,-0.1432,0.7517,-0.6669,1.015
19.34434812,-0.1452,0.7507,-0.6654,1.014
19.34642734,-0.1432,0.7488,-0.6669,1.013
19.35001343,-0.1442,0.7498,-0.6669,1.014
19.35192624,-0.1412,0.7522,-0.6679,1.016
19.35453281,-0.1452,0.7503,-0.6659,1.014
19.3570101,-0.1422,0.7483,-0.6654,1.011
19.36017676,-0.1471,0.7468,-0.6679,1.013
19.36143635,-0.1496,0.7473,-0.6659,1.012
19.36425239,-0.1466,0.7459,-0.6674,1.012
19.36631531,-0.1452,0.7454,-0.6664,1.01
19.36882057,-0.1452,0.7454,-0.6654,1.01
19.37124322,-0.1456,0.7478,-0.6669,1.013
19.37358546,-0.1456,0.7439,-0.6674,1.01
19.37761791,-0.15,0.7439,-0.6639,1.008
19.37849249,-0.1476,0.7478,-0.6644,1.011
19.38232942,-0.1491,0.7493,-0.6639,1.012
19.38447119,-0.1461,0.7488,-0.6639,1.011
19.38608577,-0.1461,0.7473,-0.662,1.009
19.38955208,-0.1432,0.7488,-0.6649,1.012
19.392059,-0.1447,0.7459,-0.6635,1.009
19.39407478,-0.1447,0.7488,-0.6644,1.011
19.39571442,-0.1437,0.7449,-0.6639,1.008
19.39821447,-0.1432,0.7449,-0.6625,1.007
19.40121801,-0.1456,0.7424,-0.6644,1.007
19.40326327,-0.1471,0.7459,-0.661,1.007
19.40566515,-0.1442,0.7473,-0.6654,1.011
19.40770197,-0.1432,0.7473,-0.6649,1.011
19.41021385,-0.1417,0.7468,-0.6654,1.01
19.41314031,-0.1408,0.7468,-0.6659,1.01
19.41512598,-0.1412,0.7464,-0.6688,1.012
19.42160218,-0.1412,0.7464,-0.6688,1.012
19.42245874,-0.1437,0.7483,-0.6659,1.012
19.42294187,-0.1412,0.7503,-0.6688,1.015
19.44365296,-0.1447,0.7498,-0.6713,1.017
19.44420978,-0.1422,0.7503,-0.6693,1.015
19.4444115,-0.1398,0.7488,-0.6703,1.015
19.44460494,-0.1364,0.7464,-0.6713,1.013
19.44481755,-0.1393,0.7459,-0.6703,1.012
19.44500869,-0.1393,0.7464,-0.6713,1.013
19.44518374,-0.1378,0.7468,-0.6698,1.013
19.44536796,-0.1408,0.7468,-0.6718,1.014
19.44561572,-0.1398,0.7498,-0.6679,1.014
19.44790682,-0.1403,0.7503,-0.6713,1.016
19.45031327,-0.1447,0.7483,-0.6664,1.012
19.45224202,-0.1393,0.7488,-0.6698,1.014
19.45467728,-0.1403,0.7473,-0.6674,1.012
19.4580577,-0.1393,0.7478,-0.6674,1.012
19.46106041,-0.1403,0.7454,-0.6635,1.008
19.4619251,-0.1432,0.741,-0.6654,1.006
19.46560353,-0.1456,0.7439,-0.663,1.007
19.46870166,-0.1442,0.7444,-0.6664,1.009
19.46943083,-0.1432,0.7429,-0.6669,1.009
19.47184208,-0.1427,0.7439,-0.6659,1.009
19.47648833,-0.1398,0.7454,-0.6659,1.009
19.47730843,-0.1461,0.7429,-0.6669,1.009
