time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
22.725535,2.789,-0.0847,-1.2936,3.076
22.728997,2.9129,0.1306,-0.9608,3.07
22.733658,3.0815,0.3484,-0.6231,3.163
22.738508,3.215,0.6531,-0.3998,3.305
22.7433,3.4144,0.939,-0.2701,3.551
22.749496,3.7089,1.1952,-0.2483,3.905
22.752817,3.925,1.5051,-0.3739,4.22
22.7575,4.0065,1.8574,-0.5934,4.456
22.762975,4.1943,2.1012,-0.9339,4.783
22.76767,4.3206,2.318,-1.2237,5.054
22.772134,4.2681,2.4734,-1.5686,5.176
22.781732,3.7828,2.7725,-1.8049,5.025
22.786294,3.5426,2.7382,-1.6495,4.772
22.79205,3.4983,2.7351,-1.2695,4.618
22.796372,3.341,2.7197,-0.9927,4.421
22.800575,3.5844,2.5712,-0.7577,4.476
22.8235,3.9319,2.2101,-0.5646,4.546
22.824588,4.4551,1.6898,-0.3224,4.776
22.825035,5.0364,1.1961,-0.1205,5.178
22.825491,5.4351,0.8337,-0.0083,5.499
22.826012,5.6617,0.5557,0.0644,5.689
22.829876,5.6514,0.3701,0.1909,5.667
22.8338,5.4014,0.2267,0.2884,5.414
22.838714,5.0537,0.0292,0.3271,5.064
22.844176,4.5933,-0.3203,0.4488,4.626
22.848562,4.1207,-0.7632,0.3695,4.207
22.853629,3.6413,-1.2755,0.2099,3.864
22.85789,3.1148,-1.7894,-0.0579,3.593
22.863148,2.5192,-2.4353,-0.227,3.511
22.868786,1.9234,-3.0103,-0.6064,3.623
22.872957,1.4045,-3.5382,-0.9825,3.932
22.877016,0.891,-4.068,-1.3198,4.369
22.881612,0.5221,-4.4786,-1.5196,4.758
22.886234,0.2926,-4.707,-1.6862,5.008
22.891864,0.0591,-5.0126,-1.3819,5.2
22.897816,-0.1118,-5.3074,-1.1141,5.424
22.900522,-0.0605,-5.4216,-0.8853,5.494
22.921277,0.1779,-5.4587,-0.4516,5.48
22.922617,0.5838,-5.3862,0.0697,5.418
22.923085,1.0177,-5.2424,0.4933,5.363
22.92352,1.3871,-5.0382,0.9159,5.305
22.924468,1.7285,-4.7212,1.1554,5.159
22.929236,2.0267,-4.4265,1.4795,5.088
22.934028,2.169,-3.983,1.5363,4.788
22.938786,2.0406,-3.3007,1.3775,4.118
22.943835,1.5598,-2.6062,1.1917,3.263
22.949182,1.0125,-1.8188,0.8184,2.237
22.954443,0.5774,-1.1228,0.6058,1.4
22.957999,0.249,-0.3662,0.4188,0.61
22.964572,0.0238,0.1316,0.5511,0.567
22.967627,-0.1782,0.6477,0.797,1.042
22.972151,-0.3184,1.0206,1.1995,1.607
22.977153,-0.2891,1.3798,1.7352,2.236
22.981661,-0.3984,1.6808,2.2851,2.865
22.991075,-0.5188,1.8664,2.8246,3.425
22.992089,-0.6509,2.0901,3.2058,3.882
22.996121,-0.8365,2.1514,3.6021,4.278
23.000598,-1.0512,2.248,3.7822,4.524
23.021396,-1.251,2.1957,3.9111,4.657
23.022553,-1.5249,2.0985,3.8449,4.638
23.023064,-1.8055,1.9708,3.6564,4.529
23.023474,-2.0229,1.8198,3.4207,4.371
23.025982,-2.2301,1.654,3.0745,4.143
23.029542,-2.4538,1.303,2.7408,3.903
23.034262,-2.638,0.8341,2.4626,3.704
23.039133,-2.91,0.249,2.2126,3.664
23.043939,-3.2456,-0.3175,1.9027,3.776
23.048694,-3.6098,-0.8292,1.5872,4.03
23.056318,-3.9782,-1.2259,1.3047,4.363
23.058212,-4.2292,-1.6268,1.0007,4.641
23.063,-4.4151,-1.9551,0.7673,4.889
23.067697,-4.6386,-2.2456,0.6464,5.194
23.072475,-4.8383,-2.4189,0.4536,5.428
23.077985,-4.861,-2.6249,0.3685,5.537
23.082302,-4.9271,-2.7642,0.2807,5.657
23.09108,-5.1112,-2.756,0.2028,5.81
23.092411,-5.2239,-2.6985,0.1149,5.881
23.096875,-5.3234,-2.7358,0.1642,5.987
23.101168,-5.4303,-2.6856,0.06,6.058
23.120966,-5.5219,-2.606,0.1016,6.107
23.122235,-5.5922,-2.4804,0.1692,6.12
23.122805,-5.6212,-2.3124,0.1889,6.081
23.123327,-5.7408,-2.1641,0.2989,6.142
23.125859,-5.8866,-2.0216,0.4484,6.24
23.129991,-5.9653,-1.8386,0.5624,6.268
23.134752,-6.0225,-1.5522,0.636,6.252
23.139723,-6.1154,-1.3464,0.7728,6.309
23.144495,-6.1546,-1.1508,0.8899,6.324
23.149117,-6.0606,-0.9164,0.9977,6.21
23.154658,-5.8786,-0.7223,1.0984,6.024
23.158715,-5.6372,-0.5567,1.128,5.776
23.16348,-5.4537,-0.434,1.0311,5.567
23.16813,-5.188,-0.3763,0.9858,5.294
23.173277,-4.8637,-0.3063,0.7575,4.932
23.177561,-4.4876,-0.325,0.645,4.545
23.182225,-4.1241,-0.3584,0.4102,4.16
23.191658,-3.8029,-0.4848,0.3677,3.851
23.193509,-3.4334,-0.5518,0.2425,3.486
23.20153,-2.3423,-0.6528,-0.275,2.447
23.220379,-1.6168,-0.7127,-0.6407,1.88
23.221504,-0.7657,-0.6744,-1.2301,1.598
