time,gFx,gFy,gFz,TgF
87.9045882,0.6108,-0.0247,-0.0301,0.612
87.90648658,0.602,-0.0272,-0.0565,0.605
87.90915903,0.5898,-0.0364,-0.0775,0.596
87.91272643,0.5722,-0.0526,-0.1019,0.584
87.91515002,0.5639,-0.0594,-0.1268,0.581
87.91700788,0.5576,-0.0618,-0.1571,0.583
87.91896283,0.5536,-0.0726,-0.18,0.587
87.92210018,0.5453,-0.0867,-0.2005,0.587
87.92521976,0.5312,-0.1029,-0.2157,0.582
87.9274807,0.5214,-0.118,-0.2328,0.583
87.92891429,0.5092,-0.1302,-0.2498,0.582
87.93150965,0.4999,-0.1468,-0.265,0.585
87.93389632,0.4911,-0.1639,-0.2772,0.587
87.93526455,0.4814,-0.1742,-0.2865,0.587
87.93777299,0.4745,-0.1868,-0.3026,0.593
87.94601736,0.4638,-0.2015,-0.3128,0.595
87.94636273,0.4589,-0.2122,-0.3207,0.599
87.9466482,0.4462,-0.2205,-0.3309,0.598
87.95920455,0.4321,-0.2347,-0.3416,0.599
87.95952809,0.4189,-0.2411,-0.3524,0.598
87.95964398,0.4067,-0.2464,-0.3587,0.596
87.95975559,0.3979,-0.2518,-0.368,0.598
87.95986158,0.3837,-0.2621,-0.3739,0.596
87.95996017,0.372,-0.2664,-0.3783,0.594
87.96291544,0.3608,-0.2699,-0.3832,0.591
87.96469564,0.3456,-0.2747,-0.388,0.588
87.96887695,0.3324,-0.2752,-0.388,0.58
87.96978622,0.3251,-0.2782,-0.389,0.578
87.97342465,0.3149,-0.2747,-0.3919,0.573
87.97521247,0.3168,-0.2811,-0.3866,0.573
87.97762585,0.3061,-0.2782,-0.3949,0.572
87.98132007,0.3002,-0.2747,-0.3939,0.566
87.9879908,0.2939,-0.2787,-0.3807,0.556
87.98846497,0.2875,-0.2772,-0.3793,0.551
87.98872116,0.2831,-0.2767,-0.3729,0.544
87.99067351,0.2821,-0.2738,-0.3626,0.535
87.99207049,0.2826,-0.2684,-0.3553,0.527
87.9946858,0.2816,-0.2674,-0.349,0.522
87.99741991,0.2768,-0.2655,-0.3387,0.512
88.00084684,0.2719,-0.2577,-0.3333,0.501
88.00206335,0.268,-0.2518,-0.3153,0.484
88.00537486,0.265,-0.2376,-0.3094,0.472
88.00776851,0.268,-0.2181,-0.2967,0.455
88.00950294,0.2685,-0.1937,-0.2879,0.439
88.01180695,0.268,-0.1732,-0.2811,0.425
88.014347,0.2689,-0.158,-0.2669,0.411
88.01708669,0.2699,-0.1424,-0.2572,0.399
88.01933971,0.2685,-0.1317,-0.2411,0.384
88.02163533,0.2729,-0.1199,-0.2293,0.376
88.02457924,0.2768,-0.1082,-0.2215,0.371
88.02648179,0.2826,-0.0975,-0.2132,0.367
88.02866085,0.2934,-0.0809,-0.2069,0.368
88.03137695,0.3061,-0.075,-0.2015,0.374
88.03350007,0.3232,-0.0692,-0.1947,0.384
88.0359695,0.3398,-0.0633,-0.1947,0.397
88.04260976,0.3554,-0.057,-0.1932,0.408
88.04325866,0.3778,-0.0565,-0.1927,0.428
88.04356929,0.4018,-0.0599,-0.1961,0.451
88.04615564,0.4301,-0.0667,-0.1995,0.479
88.06023575,0.4584,-0.075,-0.2049,0.508
88.06058189,0.4877,-0.0828,-0.2083,0.537
88.06077809,0.5146,-0.0897,-0.2122,0.564
88.06091309,0.5483,-0.0994,-0.2166,0.598
88.06102856,0.5771,-0.1107,-0.2244,0.629
88.06113965,0.6093,-0.119,-0.2274,0.661
88.06375017,0.643,-0.1278,-0.243,0.699
88.06582434,0.6772,-0.1375,-0.2503,0.735
88.06787481,0.7158,-0.1473,-0.2645,0.777
88.07113169,0.7563,-0.1541,-0.2796,0.821
88.07316111,0.7949,-0.1678,-0.2987,0.866
88.07588632,0.8388,-0.1771,-0.3167,0.914
88.07762549,0.8852,-0.1834,-0.3373,0.965
88.08120158,0.9365,-0.1922,-0.3539,1.019
88.08270528,0.9834,-0.2035,-0.3812,1.074
88.08569299,1.0293,-0.2191,-0.4027,1.127
88.08825965,1.0781,-0.2337,-0.4242,1.182
88.09069387,1.1343,-0.2469,-0.4491,1.245
88.09276283,1.186,-0.2586,-0.475,1.304
88.09618512,1.2388,-0.2713,-0.5008,1.363
88.09894278,1.2925,-0.286,-0.5253,1.424
88.10065715,1.3384,-0.3011,-0.5521,1.479
88.1025033,1.3745,-0.3187,-0.5741,1.523
88.10684892,1.4243,-0.3304,-0.5917,1.577
88.10868866,1.4727,-0.3456,-0.6176,1.634
88.11052403,1.5254,-0.3631,-0.6361,1.692
88.11336528,1.5816,-0.3753,-0.6698,1.758
88.1162121,1.628,-0.3949,-0.7001,1.816
88.11750153,1.6807,-0.4095,-0.7421,1.882
88.12114236,1.7432,-0.4242,-0.7855,1.959
88.12249762,1.8082,-0.4359,-0.8266,2.035
88.12483471,1.8751,-0.4442,-0.8778,2.117
88.12700517,1.9171,-0.4554,-0.9379,2.182
88.12886033,1.9815,-0.4637,-0.9565,2.249
88.13492981,2.0606,-0.4686,-0.9931,2.335
88.13560616,2.1168,-0.4711,-1.0341,2.403
88.13612762,2.1378,-0.4564,-1.059,2.429
88.15905132,2.1163,-0.4242,-1.082,2.414
88.15985054,2.0621,-0.3851,-1.1044,2.371
88.16019398,1.9801,-0.3407,-1.122,2.301
88.16050273,1.8814,-0.2977,-1.1547,2.227
88.16087111,1.7754,-0.2581,-1.1786,2.147
88.16126413,1.6685,-0.2259,-1.1992,2.067
88.16157809,1.562,-0.1961,-1.2114,1.986
88.16188028,1.4585,-0.1683,-1.2162,1.907
88.16220507,1.3613,-0.1507,-1.2192,1.834
88.16251387,1.2715,-0.1385,-1.2119,1.762
88.16477601,1.189,-0.1322,-1.2016,1.696
88.16707044,1.1079,-0.1317,-1.183,1.626
88.16913241,1.0347,-0.139,-1.1601,1.561
88.1716996,0.9741,-0.1468,-1.1235,1.494
88.17409309,0.9194,-0.1605,-1.0712,1.421
88.17601533,0.8789,-0.1795,-1.0004,1.344
88.17954913,0.8427,-0.2035,-0.9145,1.26
88.18340611,0.81,-0.2342,-0.8144,1.172
88.18375179,0.791,-0.266,-0.7055,1.093
88.1860357,0.7841,-0.3094,-0.5848,1.026
88.19036919,0.7793,-0.3558,-0.4618,0.973
88.19100976,0.7768,-0.4056,-0.3431,0.941
88.19387033,0.7807,-0.4535,-0.2284,0.931
88.19626762,0.7836,-0.5096,-0.1195,0.942
88.19874304,0.7944,-0.5658,-0.0233,0.976
88.20139122,0.7998,-0.6185,0.0661,1.013
88.20393861,0.8056,-0.6747,0.1413,1.06
88.20600419,0.809,-0.7221,0.2121,1.105
88.20829663,0.8003,-0.7606,0.2756,1.138
88.21149351,0.7841,-0.7855,0.3244,1.156
88.21257658,0.7329,-0.788,0.3591,1.134
88.21656919,0.6757,-0.809,0.3918,1.125
88.2183795,0.6328,-0.8363,0.407,1.125
88.22045017,0.5873,-0.871,0.4035,1.125
88.22276471,0.5502,-0.9076,0.4094,1.138
88.22562934,0.5029,-0.9535,0.3855,1.145
88.22890283,0.4697,-0.9994,0.363,1.162
88.23210163,0.4643,-1.0326,0.3181,1.176
88.23388533,0.456,-1.0722,0.2605,1.194
88.23593913,0.434,-1.1122,0.238,1.217
88.23796945,0.4467,-1.1518,0.1599,1.246
88.24002601,0.4687,-1.1791,0.1208,1.275
88.24264335,0.5087,-1.186,0.0793,1.293
88.24545601,0.5556,-1.1884,0.0256,1.312
88.2476108,0.6235,-1.1679,-0.0184,1.324
88.25170788,0.6943,-1.1259,-0.0731,1.325
88.2531483,0.7612,-1.0605,-0.1322,1.312
88.26880169,0.8154,-0.9853,-0.1937,1.293
88.26908715,0.8691,-0.9062,-0.2586,1.282
88.26920616,0.9116,-0.8197,-0.3202,1.267
88.26933158,0.958,-0.7323,-0.3675,1.261
88.26944622,0.9995,-0.6522,-0.4169,1.264
88.26954981,1.0376,-0.5741,-0.4515,1.269
88.26966304,1.0747,-0.5043,-0.4745,1.278
88.27209606,1.1064,-0.4393,-0.4891,1.287
88.27354132,1.1313,-0.3773,-0.4901,1.289
88.27777382,1.1431,-0.3246,-0.4842,1.283
88.27855559,1.1523,-0.2801,-0.4745,1.277
88.28148486,1.1489,-0.2513,-0.4505,1.259
88.28411934,1.1435,-0.2269,-0.4007,1.233
88.28658278,1.1348,-0.2015,-0.3631,1.208
88.28973882,1.1167,-0.1751,-0.3133,1.173
88.29238981,1.0933,-0.159,-0.2625,1.136
88.29440445,1.0727,-0.1497,-0.2005,1.102
88.29688252,1.0586,-0.1405,-0.1444,1.078
88.29946252,1.0395,-0.1307,-0.0823,1.051
88.30255241,1.0244,-0.1263,-0.0208,1.032
88.30363304,1.0029,-0.1248,0.0441,1.012
88.30631825,0.9907,-0.1229,0.1062,1.004
88.30973142,0.9707,-0.1204,0.1721,0.993
88.3121409,0.9546,-0.117,0.2219,0.987
88.31444575,0.9355,-0.1146,0.2771,0.982
88.31597273,0.916,-0.1112,0.3239,0.978
88.31841247,0.9062,-0.1102,0.3669,0.984
88.3220396,0.8925,-0.1072,0.3928,0.981
88.32466861,0.8711,-0.1033,0.4158,0.971
88.32595273,0.8515,-0.1029,0.4265,0.958
88.32871731,0.8305,-0.1048,0.4324,0.942
88.33123752,0.8134,-0.1087,0.4294,0.926
88.3338846,0.792,-0.1195,0.4201,0.904
88.3354646,0.7783,-0.1287,0.4026,0.886
88.33721085,0.7666,-0.1439,0.3738,0.865
88.34190486,0.7529,-0.158,0.341,0.841
88.34230294,0.7514,-0.1785,0.2966,0.827
88.34612903,0.7529,-0.1976,0.2527,0.818
88.35707887,0.7602,-0.2186,0.2028,0.817
88.35720679,0.7744,-0.2376,0.1472,0.823
88.35731523,0.7963,-0.2557,0.0891,0.841
88.35741059,0.83,-0.2787,0.0256,0.876
88.35752445,0.8691,-0.2865,-0.0364,0.916
88.35997695,0.915,-0.3016,-0.1004,0.969
88.36200148,0.9648,-0.3119,-0.158,1.026
88.36496856,1.019,-0.3236,-0.2127,1.09
88.36737455,1.0737,-0.325,-0.2611,1.152
88.36958637,1.1269,-0.3304,-0.3026,1.213
88.37282429,1.1777,-0.329,-0.3387,1.269
88.37470861,1.2222,-0.3226,-0.3729,1.318
88.37711403,1.2686,-0.3143,-0.3973,1.366
88.38033575,1.3032,-0.3094,-0.4183,1.403
88.38329455,1.3389,-0.3006,-0.432,1.439
88.38467215,1.3643,-0.2928,-0.4418,1.464
88.38722616,1.3814,-0.2865,-0.4447,1.479
88.39036887,1.3809,-0.2787,-0.4413,1.476
88.39306314,1.3687,-0.2738,-0.4388,1.463
88.39521669,1.3486,-0.2655,-0.433,1.441
88.39822622,1.3164,-0.2616,-0.4247,1.408
88.40033252,1.2759,-0.2518,-0.4129,1.364
88.40243502,1.2324,-0.2445,-0.3983,1.318
88.40474913,1.1777,-0.2352,-0.3817,1.26
88.40725564,1.124,-0.2303,-0.3626,1.203
88.40988137,1.0674,-0.2205,-0.347,1.144
88.41164148,1.0107,-0.2171,-0.3241,1.083
88.41501846,0.9551,-0.2127,-0.2997,1.023
88.41653945,0.9028,-0.2127,-0.2718,0.967
88.41940778,0.854,-0.2132,-0.245,0.914
88.42226783,0.8056,-0.2098,-0.2161,0.86
88.42417241,0.7705,-0.2137,-0.1829,0.82
88.42619507,0.7348,-0.2205,-0.1522,0.782
88.42842794,0.7021,-0.222,-0.1224,0.746
88.43097023,0.6728,-0.2269,-0.0911,0.716
88.43351736,0.6479,-0.2264,-0.0633,0.689
88.4356858,0.6308,-0.2269,-0.0301,0.671
88.44250294,0.6137,-0.2293,-0.011,0.655
88.44333945,0.6005,-0.2298,0.0168,0.643
88.44369783,0.5888,-0.2303,0.0329,0.633
88.44641528,0.579,-0.2332,0.0524,0.626
88.47396054,0.5698,-0.2328,0.0715,0.62
88.47433085,0.561,-0.2328,0.0798,0.613
88.47454637,0.561,-0.2328,0.0988,0.615
88.4747308,0.5605,-0.2298,0.112,0.616
88.47501632,0.5585,-0.2288,0.1184,0.615
88.47534695,0.5571,-0.2284,0.132,0.616
88.47555471,0.558,-0.2284,0.1389,0.619
88.47574351,0.5585,-0.2274,0.1438,0.62
88.4759333,0.5639,-0.2264,0.1472,0.625
88.47612986,0.5698,-0.2264,0.1535,0.632
88.47630767,0.579,-0.224,0.1569,0.64
88.47654783,0.5834,-0.2181,0.1584,0.643
88.48179601,0.5956,-0.2152,0.1555,0.652
88.4820421,0.6044,-0.2064,0.153,0.657
88.48416236,0.6157,-0.2015,0.1467,0.664
88.48604064,0.6269,-0.1932,0.1355,0.67
88.48897913,0.644,-0.1888,0.1193,0.682
88.49023309,0.6601,-0.1805,0.1037,0.692
