time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
23.614264,0.0411,-0.0451,-0.0076,0.062
23.619649,0.0409,-0.0328,-0.0214,0.057
23.625427,0.0266,-0.0298,-0.014,0.042
23.630598,0.0218,-0.0176,-0.0233,0.036
23.633229,0.012,0.0039,-0.0018,0.013
23.638095,0.0288,-0.0033,-0.0018,0.029
23.643132,0.0241,-0.0106,0.0077,0.027
23.647583,0.0363,-0.0012,0.0002,0.036
23.657676,0.0224,0.0034,0.0262,0.035
23.658799,0.0104,-0.0135,0.0261,0.031
23.661486,0.0036,-0.0207,0.0403,0.045
23.666251,0.0085,-0.0041,0.0257,0.027
23.672036,0.0039,-0.0089,0.0138,0.017
23.676006,0.0136,-0.0425,0.0211,0.049
23.680346,0.0113,-0.0399,0.0117,0.043
23.68637,0.0112,-0.0349,0,0.037
23.690928,0.0159,-0.0464,-0.0234,0.054
23.695602,-0.0054,-0.0675,-0.0157,0.069
23.69972,0.0043,-0.0552,0.0133,0.057
23.705933,0.0187,-0.0596,-0.0031,0.063
23.709294,0.0021,-0.0687,-0.005,0.069
23.713923,-0.0048,-0.0636,0.0073,0.064
23.731519,-0.0023,-0.0538,0.0123,0.055
23.732165,-0.0092,-0.0678,0.0078,0.069
23.732425,-0.0043,-0.0486,0.0246,0.055
23.732992,0.0075,-0.0459,-0.0037,0.047
23.737654,0.0264,-0.0623,-0.0128,0.069
23.74321,0.052,-0.0666,-0.0289,0.089
23.747279,0.0513,-0.0448,-0.026,0.073
23.753162,0.0529,-0.042,-0.0398,0.078
23.757209,0.0855,-0.0442,-0.0345,0.102
23.761904,0.0679,-0.0438,-0.0363,0.089
23.766991,0.0721,-0.0461,-0.036,0.093
23.771377,0.0525,-0.0601,-0.0116,0.081
23.776286,0.0454,-0.046,0.0097,0.065
23.780836,0.0357,-0.0436,0.0049,0.057
23.787469,0.0429,-0.046,0.0145,0.065
23.791297,0.0377,-0.0553,0.0028,0.067
23.795216,0.033,-0.0483,0.0195,0.062
23.799883,0.0286,-0.0532,0.0168,0.063
23.805393,0.0145,-0.0507,-0.0047,0.053
23.80987,0.0265,-0.0459,0.0025,0.053
23.815081,0.0124,-0.041,0.0049,0.043
23.827545,0.0028,-0.0431,-0.021,0.048
23.828301,0.0173,-0.0407,-0.0019,0.044
23.828896,0.0152,-0.0433,0.0313,0.056
23.833659,0.0418,-0.0412,0.0141,0.06
23.838434,0.039,-0.0341,0.0333,0.062
23.843279,0.0322,-0.0393,0.0256,0.057
23.848214,0.0061,-0.0347,0.023,0.042
23.854038,0.0134,-0.0251,0.0441,0.052
23.862795,0.004,-0.0229,0.0319,0.039
23.867251,-0.0147,-0.0184,0.053,0.058
23.871827,-0.0121,-0.0256,0.0409,0.05
23.876838,0.0048,-0.0092,0.0406,0.042
