time,gFx,gFy,gFz,TgF
15.44478828,-0.1295,0.7986,-0.618,1.018
15.44737057,-0.1339,0.7991,-0.6195,1.02
15.44932343,-0.1398,0.7952,-0.622,1.019
15.45251854,-0.1447,0.7942,-0.6234,1.02
15.45467567,-0.1496,0.7937,-0.6215,1.019
15.45690869,-0.1549,0.7883,-0.6244,1.018
15.45989656,-0.1574,0.7903,-0.6229,1.019
15.46262593,-0.1627,0.7893,-0.6239,1.019
15.46388515,-0.1627,0.7879,-0.6215,1.017
15.46684687,-0.1691,0.7869,-0.621,1.017
15.46864687,-0.171,0.7835,-0.621,1.014
15.47127317,-0.1725,0.7854,-0.618,1.014
15.47468755,-0.171,0.783,-0.6132,1.009
15.47718296,-0.1696,0.782,-0.6156,1.01
15.47916703,-0.171,0.7791,-0.6151,1.007
15.48075687,-0.1715,0.78,-0.6171,1.009
15.48335776,-0.173,0.7786,-0.6195,1.01
15.48674171,-0.1735,0.7771,-0.618,1.008
15.4879702,-0.1769,0.7747,-0.621,1.008
15.49063572,-0.1725,0.7757,-0.6244,1.011
15.49284489,-0.1735,0.7747,-0.6283,1.012
15.49544843,-0.173,0.7766,-0.6312,1.016
15.49799135,-0.1701,0.7737,-0.6386,1.017
15.5002201,-0.1705,0.7708,-0.6439,1.019
15.5068889,-0.1696,0.7698,-0.6508,1.022
15.50790328,-0.1666,0.7713,-0.6498,1.022
15.50823598,-0.1622,0.7713,-0.6527,1.023
15.51097505,-0.1603,0.7713,-0.6571,1.026
15.52131317,-0.1559,0.7693,-0.6547,1.022
15.52182151,-0.1539,0.7659,-0.6571,1.021
15.52203671,-0.1525,0.7659,-0.6605,1.023
15.52220302,-0.1491,0.7644,-0.6547,1.017
15.5229814,-0.1447,0.7664,-0.6591,1.021
15.5250289,-0.1403,0.763,-0.6547,1.015
15.52749942,-0.1354,0.7634,-0.6581,1.017
15.5297064,-0.1334,0.7634,-0.6561,1.015
15.53377104,-0.1305,0.7654,-0.6591,1.018
15.53542218,-0.1295,0.7615,-0.6605,1.016
15.53779906,-0.1276,0.7634,-0.6581,1.016
15.54038026,-0.1305,0.761,-0.6596,1.015
15.54267203,-0.13,0.7639,-0.663,1.02
15.54501135,-0.1339,0.76,-0.6649,1.019
15.54762026,-0.1359,0.7649,-0.6659,1.023
15.54978911,-0.1408,0.7625,-0.6688,1.024
15.55252531,-0.1427,0.7659,-0.6683,1.026
15.55446291,-0.1456,0.7649,-0.6708,1.028
15.55707203,-0.1491,0.7625,-0.6718,1.027
15.56058874,-0.1535,0.7615,-0.6698,1.026
15.56213052,-0.1583,0.7654,-0.6708,1.03
