accx,accy,accz,accT,time,label
-0.5476147851727042,0.23475488633298175,0.11827956989247324,-0.6736949691486542,9.229643,1
-0.5487521061499578,0.21890281286019073,0.07492195629552562,-0.7006473104440323,9.234201,1
-0.5509214406065712,0.20384530495132053,0.03565588566331851,-0.7186660105235265,9.240949,1
-0.5544808340353833,0.18828751502072238,-0.003192536119546563,-0.7287352840973615,9.245216,1
-0.5632055602358887,0.1702871716899232,-0.03660444406690866,-0.7233599576030587,9.250252,1
-0.5736415332771694,0.15620079947028956,-0.06321363092583537,-0.7102623310746867,9.257237,1
-0.5846777590564448,0.13849473968168324,-0.0997826810224609,-0.6920165045236022,9.260307,1
-0.5902959140690818,0.13239326090688372,-0.12310730743910459,-0.6807358897679525,9.263171,1
-0.5986520640269588,0.12001373323196894,-0.1503535857631293,-0.6618086838020971,9.267984,1
-0.6080349620893007,0.11989601981509176,-0.16376790050047063,-0.6459098307907787,9.272572,1
-0.6150800336983993,0.12144591313730772,-0.17175278019636564,-0.634629216035129,9.278345,1
-0.6214406065711878,0.12557569217941478,-0.17130681617079704,-0.6269826248249234,9.281919,1
-0.6238784751474306,0.13601294847585643,-0.16132571655092828,-0.6280425483590113,9.286934,1
-0.6251842881213142,0.144350982171322,-0.1479255594017002,-0.6304652307226408,9.291838,1
-0.6232518955349621,0.15472938175932505,-0.12460093298505656,-0.6384903660521635,9.296281,1
-0.6240048441449031,0.16603967923093893,-0.09503988900450909,-0.64129159253511,9.301289,1
-0.6215143218197136,0.17969443558868964,-0.06230754528658487,-0.6457584131430518,9.305888,1
-0.6190553917438921,0.19198567820094653,-0.024004190646081426,-0.6453041601998714,9.310979,1
-0.6168702611625948,0.2050812958285307,0.0090325412162785,-0.6411401748873832,9.315521,1
-0.6171072030328559,0.22200259950462264,0.04441235391138776,-0.6292538895408261,9.321198,1
-0.6193713142375737,0.23060548838806183,0.07506353217665851,-0.6131279100579172,9.325726,1
-0.6217828559393429,0.2450057630527012,0.09808377044886643,-0.5986675247000038,9.329984,1
-0.6281171019376579,0.25655148735806943,0.1198793773492749,-0.5789075216716508,9.334806,1
-0.6348567818028643,0.26506609117885077,0.13300346153029383,-0.5630843774841958,9.339711,1
-0.6432866470092671,0.2700689113961301,0.13857447245287305,-0.54945678918878,9.343958,1
-0.6508582561078349,0.273237364200407,0.1359128458875747,-0.5415073626831208,9.348728,1
-0.6593565711878686,0.27295289010962054,0.12227200974042074,-0.5381761744331302,9.357385,1
-0.6667912805391744,0.2694411065061186,0.1002357238420864,-0.5395389332626719,9.3592,1
-0.6739627211457455,0.26168183044363236,0.06913858155124702,-0.5434000832797063,9.363487,1
-0.6800968828980622,0.2484881183019839,0.025632313279109892,-0.5497596244842338,9.367876,1
-0.6756634372367312,0.20834784314687194,-0.05975210063213621,-0.5702767157512209,9.385409,1
-0.673251895534962,0.1850307771537876,-0.11839283059737933,-0.571563765756899,9.388092,1
-0.660804549283909,0.16398950388699507,-0.17236863527929375,-0.5783018510807435,9.389232,1
-0.6457771693344566,0.13788655369448455,-0.21858608167512572,-0.5813302040352804,9.39245,1
-0.6297704296545914,0.11490300904921885,-0.2798672018234973,-0.5707309686944014,9.396289,1
-0.6014585088458297,0.09328297814944694,-0.32529182328498507,-0.5726236892909868,9.400845,1
-0.5625526537489469,0.07601834367412996,-0.35421577580043456,-0.5878411628875346,9.406837,1
-0.5128527801179443,0.059253991220540925,-0.37002272292892174,-0.6120679865238294,9.41205,1
-0.45521798652064027,0.05432964661451303,-0.3856527002059928,-0.6302381042510505,9.415618,1
-0.3835299073294019,0.05276013438948421,-0.38246724288050277,-0.64992239845554,9.423408,1
-0.30311710193765795,0.05205385388822123,-0.36334742013350596,-0.6513608661089451,9.425946,1
-0.2276906065711879,0.05477107192780237,-0.32931257830915917,-0.6318279895521823,9.429603,1
-0.17028748946925024,0.06281482208107506,-0.30882654830922995,-0.5935193246772912,9.434553,1
-0.10693976411120476,0.054761262476395955,-0.2533004877289104,-0.5477154862399214,9.440958,1
-0.0473567818028644,0.045903327856389564,-0.19333602327507476,-0.4885868948025893,9.444221,1
0.005186394271272099,0.03549549991416723,-0.13861694521721268,-0.42446152099027146,9.448913,1
0.06514848357203024,0.02296883046815601,-0.08846368932588634,-0.34171177650755213,9.461486,1
0.12407329401853406,0.009451406430095344,-0.0702004006597435,-0.2569178937805202,9.463412,1
0.18054443976411116,-0.006734188390514317,-0.0717577353522053,-0.17507665518416182,9.464508,1
0.17468407750631842,0.0072933271206807315,-0.09192521961958551,-0.18575159934890428,9.468189,1
0.23271903959561913,-0.018799813620423322,-0.15898263571817894,-0.09641518719006714,9.473211,1
0.351505897219882,-0.017681536160090328,-0.1995936772211485,0.07415679297422106,9.478493,1
0.40979886267902266,-0.008764744831645355,-0.28155195480897866,0.16758148162168274,9.482975,1
0.4253211878685762,0.027922603428403192,-0.36826718200287395,0.20498164061021296,9.491382,1
0.4007318871103621,0.061490546141207,-0.42039542143600406,0.18355604345686483,9.492786,1
0.2521640690817185,0.09424430438727707,-0.43956479574139745,-0.011545595639171902,9.497032,1
0.07908593091828137,0.13651323049758435,-0.4532693410350612,-0.229738426013552,9.501708,1
-0.06492207245155857,0.1583686882311106,-0.4473656267918197,-0.40258167089374275,9.506481,1
-0.19822556866048865,0.18498172989675546,-0.44909285254164094,-0.5303781655751978,9.511179,1
-0.319829401853412,0.19492851362287558,-0.4423396830116021,-0.6066926600295265,9.5249,1
-0.4332824347093513,0.2141746572822914,-0.44183708863358034,-0.6089639247454292,9.525948,1
-0.5326400589721989,0.21183019839615463,-0.4232198602646053,-0.574062156944392,9.526735,1
-0.618460404380792,0.20180493905878308,-0.37912605208576655,-0.5309838361661052,9.53045,1
-0.6946503791069925,0.19469308678912126,-0.3191899028081575,-0.4785933300526177,9.53537,1
-0.7486415332771693,0.19485984746303056,-0.2360423878188111,-0.44157171518340466,9.540578,1
-0.7870945661331087,0.20649385683105664,-0.14113699590137813,-0.40788128856418215,9.546728,1
-0.8011373209772535,0.22372906295215433,-0.04183567287476895,-0.3895597531892343,9.550106,1
-0.7868892165122157,0.23409765308875094,0.05284319763285136,-0.3937994473255858,9.559348,1
-0.7578822662173547,0.22683865904799266,0.1336334742013352,-0.4058371503198699,9.56118,1
-0.7066922914911542,0.186659146087255,0.2169650378361544,-0.4264299504107204,9.564017,1
-0.636678601516428,0.12823405351055736,0.2936071410874445,-0.4439943975470342,9.568759,1
-0.5597040859309182,0.06479633126517392,0.3667947928390921,-0.43498504750728706,9.576197,1
-0.48622051390058973,0.004615346886725297,0.42825288283887974,-0.40205170912669874,9.577825,1
-0.4331665964616681,-0.014238418716433332,0.46551565475305645,-0.37525078547904767,9.583345,1
-0.3871156276326875,-0.02469529391568781,0.5006477096561831,-0.34201461180300574,9.588284,1
-0.34332350463352995,-0.013561566569389671,0.5252252826208529,-0.31778778816671094,9.592616,1
-0.2961826032013479,-0.0016234642077642136,0.5490241882392918,-0.2879585115645229,9.597023,1
-0.24725147430497055,0.012227481178115063,0.5663530760899574,-0.25835636143392526,9.602143,1
-0.20477569502948612,0.04305858694852485,0.5604564406407726,-0.2516182761100807,9.606646,1
-0.16308972198820557,0.06461976113985818,0.5456122095039891,-0.24692432903054862,9.61172,1
-0.14204401853411963,0.08987909851141568,0.5132975146354068,-0.26759283794526256,9.61599,1
-0.1504528222409436,0.11344140078966078,0.4568370532396103,-0.3284627323314533,9.62232,1
-0.17566343723673128,0.1336684895897196,0.3856385426178797,-0.41393799447325597,9.625889,1
-0.20649220724515588,0.15068788777987585,0.3066958312981802,-0.510088200779801,9.630798,1
-0.23781592249368155,0.1626357995929077,0.22338550404553092,-0.6099481394556536,9.635711,1
-0.26550126368997473,0.17333791107732294,0.13928235185853752,-0.70723397812015,9.641157,1
-0.28119208087615843,0.18070480908355194,0.06974027904606184,-0.7799901578528978,9.646721,1
-0.2885583403538332,0.1981950609412168,0.00844500130957701,-0.8349547639777417,9.650691,1
-0.28553601516427973,0.21976604458395657,-0.028612485576957003,-0.8540333875913237,9.660708,1
-0.2747156697556866,0.24987125095029053,-0.05696305577381827,-0.8489608963924746,9.661947,1
-0.2564026958719461,0.2899232410427446,-0.07967182710753386,-0.8214028845061893,9.664753,1
-0.23567291491154174,0.3259043088015302,-0.09129520694854415,-0.7852140666994738,9.66855,1
-0.21481149957877005,0.3541653383034553,-0.09327019049034796,-0.7496309194836659,9.67314,1
-0.19874684077506322,0.38995021703411226,-0.09737589104320178,-0.7176060869894387,9.67898,1
-0.1868997472620051,0.41382642175736317,-0.09627867796442188,-0.6943634780633683,9.683317,1
-0.17751684919966304,0.42602937930696216,-0.09459392497894048,-0.6782374985804596,9.689992,1
-0.1736836562763269,0.4164847830885057,-0.09435324598101458,-0.6764204868077375,9.69225,1
-0.1739679865206403,0.40356573558623726,-0.09379402125053965,-0.6808873074156794,9.697315,1
-0.18237679022746422,0.37000760232483987,-0.09440279753941108,-0.7016315251542568,9.702122,1
-0.19913647851727045,0.32200014714177105,-0.09435324598101458,-0.7353976605973427,9.706975,1
-0.221524852569503,0.26846016136547557,-0.09157835871080992,-0.7743119960631412,9.711675,1
-0.2469302864363943,0.21206562522990896,-0.08939809014136342,-0.8108036491653102,9.716368,1
-0.2724726200505476,0.16073276602006026,-0.0852286804419998,-0.8369231933981905,9.721371,1
-0.30440185341196296,0.12097505946979908,-0.07553781137845346,-0.8600900935003974,9.725909,1
-0.332808550968829,0.08986928906000927,-0.06287384881111643,-0.8656168376424273,9.730625,1
-0.36412700084246,0.07280084361282088,-0.04936043095698207,-0.8645569141083393,9.735496,1
-0.388237152485257,0.06757240601319364,-0.0351320549031266,-0.8563803611310898,9.742101,1
-0.41544860994102784,0.07067219265762556,-0.015113225310935924,-0.8406329257674983,9.744744,1
-0.4325189553496209,0.0870735954091767,0.0012741829301961133,-0.8313964492561609,9.749545,1
-0.43607834877843304,0.10952742967849516,0.021038175936347603,-0.827459590415263,9.757266,1
-0.44482413647851726,0.1438212717953748,0.03972619224588911,-0.8201915433243745,9.760349,1
-0.43957455770850884,0.18296098290703086,0.04715892600536584,-0.8281409698300337,9.764629,1
-0.43002843302443133,0.22533781298280886,0.055695951637679125,-0.8323049551425219,9.76844,1
-0.4257740101095198,0.26370257743335695,0.05158317229076867,-0.8382859522277322,9.79216,1
-0.42026116259477675,0.2933467395835887,0.04025710180013743,-0.8479009728583866,9.795183,1
-0.42175652906486943,0.3176839885229418,0.025165112871371353,-0.8541848052390506,9.79622,1
-0.4228991154170177,0.3307403683449002,-0.0014723891637819508,-0.8698565317787789,9.797325,1
-0.4273588879528223,0.3317703607425754,-0.04531843955063805,-0.8912821289321271,9.798152,1
-0.42442607413647854,0.3208622507786251,-0.05687103145108189,-0.903849793693455,9.802303,1
-0.42779064869418704,0.3090516712852833,-0.06265440619536045,-0.9075595260627627,9.80698,1
-0.42891217354675654,0.2962895750055177,-0.06180495090856311,-0.9113449672559337,9.811504,1
-0.4322188289806234,0.28136939941633754,-0.054131538151160466,-0.9096036643070751,9.816153,1
-0.4354570345408593,0.2721485150942933,-0.03766626317540533,-0.9002157701480108,9.822105,1
-0.44052759056444823,0.2648404737965029,-0.01956578677256532,-0.8847711700798728,9.826613,1
-0.44855728727885424,0.2588959462442062,0.0017980136903878174,-0.8621342317447098,9.830332,1
-0.4513584667228307,0.2507442921254628,0.027451563351667527,-0.8403300904720445,9.835486,1
-0.45119524010109524,0.24641832405522715,0.05856286323062013,-0.8143619638868911,9.841013,1
-0.46245261162594775,0.25778747823527964,0.1033433144329533,-0.7650755195518038,9.845354,1
-0.4756265796124684,0.24895897196949254,0.11422342089801593,-0.7453912253473143,9.849687,1
-0.49212826453243474,0.2619172572773867,0.12862168800923085,-0.7188174281712534,9.857722,1
-0.510393850042123,0.2722760379625769,0.11765663601548851,-0.7109437104894576,9.861578,1
-0.5327295703454086,0.2866272653701841,0.11915734035549716,-0.6866411780292994,9.864261,1
-0.5585509688289806,0.2967211908674007,0.09886951658915397,-0.6717265397282054,9.869409,1
-0.5843986941870261,0.3133874488069254,0.08507294697275386,-0.6475754249157739,9.878057,1
-0.6111731255265376,0.320813203521593,0.05479694479248526,-0.6277397130635576,9.87968,1
-0.6388216090985678,0.3334870147387007,0.027458642145724174,-0.5996517394102283,9.883973,1
-0.6649115417017692,0.3408637221963361,-0.007687570345515829,-0.5720180187000795,9.888349,1
-0.6838721566975569,0.3442872207371802,-0.047307580680555156,-0.550895256842185,9.89399,1
-0.7022799073294019,0.3496824190107167,-0.07628816354845779,-0.5257599273195291,9.897926,1
-0.7054338668913227,0.35027098609510254,-0.1176566360154883,-0.5200060567059092,9.904616,1
-0.6881950294860995,0.3512028839787134,-0.14507988419092915,-0.5409016920922134,9.907591,1
-0.6511847093513058,0.34583711405939616,-0.1621043838971592,-0.5900367187795739,9.912378,1
-0.598236099410278,0.3326826397233734,-0.16340688200358178,-0.6642313661657266,9.91708,1
-0.5383793176074136,0.3313387448806925,-0.17016005153362063,-0.7417572018018701,9.923117,1
-0.4788805812973884,0.31994997179782714,-0.1634918275322615,-0.8207972139152818,9.926187,1
-0.4269797809604044,0.3145449640728841,-0.15976130306440983,-0.8782602112276185,9.931451,1
-0.38120787700084247,0.3146528680383549,-0.15786418625722914,-0.90241132604005,9.935973,1
-0.34312342038753163,0.3092870981190376,-0.15063673752539508,-0.8981716319036984,9.941062,1
-0.3143481465880371,0.3093361453760698,-0.14415964096356534,-0.8765189082787599,9.945318,1
-0.29119102780117945,0.3048728449861441,-0.13056127758075126,-0.8571374493697241,9.950261,1
-0.2712405223251896,0.3082963435269882,-0.11551884021038167,-0.8347276375061514,9.957362,1
-0.2571082561078349,0.3167128528337052,-0.09913143196924962,-0.8161789756596132,9.960245,1
-0.24630370682392588,0.31822350835029545,-0.07191346882145147,-0.8012643373585192,9.964565,1
-0.23757898062342042,0.32697353900483106,-0.049608188748964624,-0.784532687284703,9.969103,1
-0.23019165964616684,0.3313191259778796,-0.022475171129846212,-0.7670439489722527,9.97398,1
-0.2248894271272115,0.33730289133580194,-0.002208583745672968,-0.7518264753757051,9.978888,1
-0.22074031171019382,0.34561149667704827,0.01550255898405159,-0.7375175076655185,9.983884,1
-0.2165227464195451,0.35095764769355264,0.02546950101580707,-0.7265397282053223,9.988518,1
-0.2161067818028644,0.3537239129901659,0.02815236396327532,-0.7241170458416929,9.993917,1
-0.22100358045492843,0.35956053657699183,0.01746338493774212,-0.7334292311768937,9.997993,1
-0.22900168491996634,0.36709419525713016,-0.004268512816156533,-0.7497823371313928,10.002797,1
-0.2403275063184499,0.38069009490644223,-0.0333835927711354,-0.7681795813302041,10.008443,1
-0.2538911120471778,0.3980822522500428,-0.06524524482009235,-0.7832456372790249,10.012234,1
-0.26571187868576246,0.4160335483238099,-0.09317816616761158,-0.7891509255403718,10.016947,1
-0.27744839932603205,0.4394977560879907,-0.11732393269482602,-0.7861982814096984,10.021604,1
-0.28796861836562765,0.4594501802486695,-0.13458203260492532,-0.7804444107960783,10.027101,1
-0.2971461668070767,0.4785589915883953,-0.14488875675139973,-0.773024946057463,10.031474,1
-0.3043702611625948,0.49634352698825307,-0.14747959537613162,-0.765832607790438,10.035872,1
-0.3067028222409436,0.5126860730313656,-0.13572879724210174,-0.7597001930575009,10.04157,1
-0.3019797809604044,0.529116904137136,-0.11311205023112253,-0.7498580459552562,10.046592,1
-0.2898272957034541,0.5458714471393187,-0.07868787473366028,-0.732217889995079,10.050246,1
-0.26818660488626794,0.5612232385903817,-0.03867145193144886,-0.7023129045690275,10.057492,1
-0.24094882055602362,0.5663535816759446,0.004141094523137143,-0.666805466177083,10.059857,1
-0.20870893007582142,0.5649115923191994,0.043159407363361685,-0.6252413218760647,10.064941,1
-0.18160278011794442,0.5606052431517766,0.08098848280206997,-0.5853427717000417,10.070826,1
-0.1526116259477675,0.5480589548029525,0.1118661824771533,-0.5469583980012871,10.08707,1
-0.12211457455770852,0.5344924835078597,0.1278500994570566,-0.5120566302002498,10.092284,1
-0.10612889637742212,0.5098119037692816,0.14185195410109946,-0.49577923306961436,10.093477,1
-0.08573609941027804,0.48807415945263255,0.12386473840316578,-0.4877540977400917,10.094531,1
-0.07330454928390906,0.4621870171910635,0.1070950752829749,-0.48737555362077456,10.095347,1
-0.06061499578770008,0.43622139931824305,0.07731458868667143,-0.4895711095128138,10.097987,1
-0.0507266217354676,0.40749932560021573,0.04305322545251203,-0.4938108036491654,10.102178,1
-0.041980834035383385,0.3778944012556097,0.005606404892862557,-0.49653632130824854,10.108336,1
-0.03700505475989896,0.33590013978468247,-0.022616747010979106,-0.5003217625014196,10.111988,1
-0.04604570345408593,0.2789072271133236,-0.04881536381462044,-0.5207631449445433,10.116919,1
-0.06936078348778435,0.22224783578978338,-0.07357698542476293,-0.5564220009842148,10.121968,1
-0.10205349620893012,0.16254751453024982,-0.08836458620909332,-0.5992731952909112,10.127041,1
-0.13759477674810452,0.1191210731539838,-0.10701012975429496,-0.6416701366544271,10.131415,1
-0.17350463352990736,0.06045074429212541,-0.08738771262927637,-0.6755119809213764,10.15059,1
-0.20817712721145748,0.027098609510263078,-0.09665385404942403,-0.7059469281144718,10.151797,1
-0.24069608256107838,-0.0041543026706231945,-0.10903466485449528,-0.7263126017337321,10.152606,1
-0.2715827716933446,-0.028324790936066935,-0.11835743662709611,-0.7403944429723285,10.1533,1
-0.300205349620893,-0.0511219560046105,-0.1191998131198368,-0.7466782753529925,10.158488,1
-0.32174073294018535,-0.07496873237364204,-0.10794453056977203,-0.7429685429836848,10.160362,1
-0.3413226621735468,-0.1023665301518013,-0.09653351455046108,-0.7305522958700836,10.16647,1
-0.3541543807919124,-0.12534026534566056,-0.0771659340114817,-0.7161676193360337,10.169654,1
-0.36584877843302444,-0.14462564681070217,-0.0711701954455038,-0.7026157398644812,10.176048,1
-0.37264637742207246,-0.18019471761041767,-0.04928964301641562,-0.6737706779725178,10.179615,1
-0.3822978096040438,-0.20504205802290515,-0.05254588828247209,-0.6550705984782528,10.18395,1
-0.3894639848357203,-0.23612820952988206,-0.03625050436407643,-0.6288753454215089,10.188576,1
-0.3943765796124684,-0.25040096132623785,-0.020224114619833256,-0.614869213006776,10.193626,1
-0.39309182813816346,-0.27887779875910446,-0.029497334834037568,-0.5949577923306961,10.19828,1
-0.378596251053075,-0.2979179439389853,-0.02970261986168026,-0.5810273687398267,10.20474,1
-0.3501684919966302,-0.32278490325428555,-0.06855812043860197,-0.5637657568989667,10.207886,1
-0.28669966301600674,-0.3145057262672586,-0.08066993706952073,-0.5527122686149071,10.217625,1
-0.25046335299073297,-0.28404737965029314,-0.0725859542568327,-0.5561191656887611,10.222285,1
-0.21622788542544233,-0.24182750079701798,-0.04607587051469901,-0.5599046068819321,10.227315,1
-0.16739679865206405,-0.22492581602373896,-0.0662858275464191,-0.5306052920467881,10.231707,1
-0.14330244313395116,-0.17528999190720268,-0.04027833818230715,-0.5327251391149639,10.236272,1
-0.14089616680707667,-0.13019594379184346,-0.03429675720444254,-0.5524851421433168,10.241382,1
-0.13510951979780964,-0.0869460725408932,-0.012253392512051542,-0.5628572510126055,10.246767,1
-0.15321187868576247,-0.029845255904063617,-0.017873954993027283,-0.6095695953363365,10.250981,1
-0.18143428812131426,0.03242514162395463,-0.031309506112538556,-0.6707423250179809,10.257596,1
-0.2184235467565291,0.0919685116609853,-0.04669172559762708,-0.7410758223870992,10.262683,1
-0.26344250210615,0.14610687397307298,-0.06183326608478969,-0.8189802021425597,10.266681,1
-0.3070450716090986,0.19824410819824895,-0.0592424274600578,-0.8902979142219026,10.274979,1
-0.34912068239258637,0.2533536061995732,-0.049091436782829574,-0.9434455085740243,10.276493,1
-0.38423546756529064,0.2911592319199548,-0.022737086509942057,-0.9227769996593103,10.279841,1
-0.4190395956192081,0.3294651396620643,0.001054740314440153,-0.8712192906083205,10.284277,1
-0.44606149957877006,0.36103195428795637,0.02721088435374161,-0.8195858727334672,10.289128,1
-0.4673020219039596,0.3955219854329646,0.05130709932255953,-0.7720407313472386,10.293779,1
-0.48192396798652065,0.41724992029820723,0.08273694493406114,-0.7297952076314496,10.298911,1
-0.49478201347935974,0.4420874512592883,0.10867364635760662,-0.6914865427565584,10.303677,1
-0.5050916175231677,0.4670525050886528,0.1388505454210822,-0.6519665366998524,10.311486,1
-0.5088037068239258,0.48444466243225337,0.15784294987505942,-0.6284210924783284,10.312731,1
-0.5074715669755687,0.49760894621968255,0.18918077116382465,-0.6002574100011357,10.318151,1
-0.515274852569503,0.509978664443191,0.20877487311261667,-0.5749706628307529,10.322516,1
-0.5172388374052233,0.5174730853177035,0.22265638825769657,-0.5598288980580688,10.327328,1
-0.51207350463353,0.5152365303970374,0.23985077902128604,-0.549986750955824,10.331864,1
-0.5104201769165965,0.5174240380606714,0.24559168100122475,-0.5454442215240187,10.337864,1
-0.5161015164279696,0.514952056306251,0.25496400433222205,-0.53507211265473,10.342228,1
-0.5192028222409435,0.4985506535546999,0.25356948190306317,-0.5399931862058523,10.346622,1
-0.5189448188711037,0.48012850381342415,0.2489753445603008,-0.549986750955824,10.350933,1
-0.521045703454086,0.448149692228462,0.2454501051200919,-0.5612673657114737,10.35725,1
-0.5285014743049705,0.4067734261961399,0.2358371027911686,-0.5749706628307529,10.362734,1
-0.5431602780117945,0.3564705593839664,0.21305046472282996,-0.5929893629102472,10.366289,1
-0.5574452401010952,0.3086200554234004,0.19408637544507934,-0.6023772570693116,10.369974,1
-0.5763110783487784,0.2644677146430585,0.16170089263593068,-0.611462315932922,10.376642,1
-0.5950979359730413,0.22353287392402574,0.12534420636100446,-0.6153234659499565,10.380256,1
-0.6139374473462511,0.18924884125855254,0.09309322063893205,-0.6091910512170194,10.384592,1
-0.6318765796124683,0.16284179807244273,0.05709047406683809,-0.6002574100011357,10.389571,1
-0.6506529064869419,0.13497314662677484,0.015594583306787965,-0.5854941893477685,10.393885,1
-0.6626842881213142,0.1188267896117909,-0.009294456596374137,-0.5723208539955333,10.398943,1
-0.673852148272957,0.10562326801873598,-0.043173564951474765,-0.5597531892342054,10.406289,1
-0.6827927548441449,0.09899207886798925,-0.06760248324095497,-0.5478669038876481,10.40825,1
-0.6920756107834878,0.09490153763150788,-0.09099081880410843,-0.5344664420638225,10.413052,1
-0.6992154591406908,0.09190965495254672,-0.11383408722490027,-0.5229587008365826,10.417808,1
-0.7049547177759057,0.09603943399465378,-0.12937911897329163,-0.5143278949161525,10.422453,1
-0.7119945240101095,0.09905093557642783,-0.14483920519300322,-0.5031229889843662,10.427798,1
-0.7154591406908172,0.10724182750079697,-0.14905816645076336,-0.4990347124957415,10.431886,1
-0.7187973883740522,0.1154032910709468,-0.1558254935689155,-0.4945678918877996,10.43785,1
-0.7233150800336984,0.12829291021899594,-0.16349890632631814,-0.4887383124503162,10.441821,1
-0.7242154591406909,0.13940701866248123,-0.15919499953987828,-0.4896468183366772,10.447074,1
-0.7242312552653749,0.15802535743188556,-0.15707136132288493,-0.4919180830525799,10.451513,1
-0.7249420808761584,0.17317115040341363,-0.15426108008239708,-0.4926751712912141,10.458049,1
-0.7232045071609099,0.19238786570861016,-0.15161361110521202,-0.49683915660370226,10.46076,1
-0.7223146588037068,0.21033916178237724,-0.15105438637473712,-0.4990347124957415,10.465419,1
-0.7194766217354676,0.22983054172695386,-0.15091988928766087,-0.5035772419275467,10.480722,1
-0.7127106149957877,0.24748755425852803,-0.14970941550397465,-0.5134193890297915,10.483831,1
-0.7060551811288964,0.2609166932339308,-0.1584941989282705,-0.5211416890638605,10.485111,1
