time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),label
11.248309,2.4564,-2.7999,0.4521,3.752,WALKING
11.252801,1.8677,-2.9966,0.4428,3.559,WALKING
11.258352,1.4659,-3.1476,0.3725,3.492,WALKING
11.266721,1.1877,-3.3172,0.2014,3.529,WALKING
11.267703,0.892,-3.4856,0.4232,3.623,WALKING
11.275614,0.5764,-3.6499,0.3206,3.709,WALKING
11.277166,0.4933,-3.9388,0.3246,3.983,WALKING
11.282245,0.3183,-4.171,0.3,4.194,WALKING
11.286292,0.1406,-4.4033,0.2016,4.41,WALKING
11.29375,0.1005,-4.5731,0.0222,4.574,WALKING
11.296132,0.4934,-4.7428,-0.3038,4.778,WALKING
11.300998,1.0725,-4.5659,-0.601,4.728,WALKING
11.305615,1.72,-4.2568,-0.8295,4.665,WALKING
11.310601,2.4298,-3.8541,-1.0204,4.669,WALKING
11.315369,3.1261,-3.4393,-0.9951,4.753,WALKING
11.321407,3.7827,-3.0225,-0.8124,4.91,WALKING
11.325082,4.2633,-2.6455,-0.6095,5.054,WALKING
11.329847,4.6238,-2.3046,-0.3325,5.177,WALKING
11.334202,4.778,-1.9789,-0.023,5.172,WALKING
11.339493,4.6476,-1.6624,0.239,4.942,WALKING
11.344243,4.2373,-1.3773,0.4306,4.476,WALKING
11.34868,3.6766,-1.1249,0.5936,3.89,WALKING
11.353089,2.948,-0.8297,0.6428,3.129,WALKING
11.358198,2.1285,-0.5905,0.7079,2.32,WALKING
11.363604,1.262,-0.4375,0.9136,1.618,WALKING
11.370719,0.3659,-0.2236,1.0912,1.172,WALKING
11.375781,-0.4565,-0.0107,1.2456,1.327,WALKING
11.377902,-1.2419,0.2523,1.3846,1.877,WALKING
11.388022,-2.5232,0.754,1.7544,3.164,WALKING
11.394018,-3.0507,0.9466,2.0496,3.795,WALKING
11.396475,-3.4038,1.1215,2.3472,4.284,WALKING
11.401273,-3.6779,1.3311,2.6713,4.736,WALKING
11.405965,-3.9368,1.532,2.9199,5.135,WALKING
11.410904,-3.9646,1.6621,3.2591,5.395,WALKING
11.415917,-4.0508,1.8528,3.6684,5.771,WALKING
11.423107,-4.0737,1.9655,4.0683,6.084,WALKING
11.425059,-3.9746,2.085,4.2652,6.192,WALKING
11.429924,-3.9799,2.2302,4.5249,6.426,WALKING
11.434187,-3.9676,2.2865,4.6691,6.54,WALKING
11.439394,-3.8892,2.3311,4.7324,6.554,WALKING
11.443965,-3.8335,2.3609,4.6644,6.483,WALKING
11.448649,-3.8127,2.3389,4.5925,6.411,WALKING
11.457306,-3.7771,2.2439,4.4654,6.264,WALKING
11.45861,-3.7361,2.0583,4.2112,5.994,WALKING
11.464649,-3.6703,1.834,3.9323,5.683,WALKING
11.46783,-3.6366,1.4914,3.5955,5.327,WALKING
11.47617,-3.7111,1.015,3.2404,5.03,WALKING
11.478485,-3.8327,0.5664,2.9305,4.858,WALKING
11.48223,-4.01,0.0912,2.6066,4.784,WALKING
11.487856,-4.2294,-0.3214,2.1958,4.776,WALKING
11.49237,-4.4165,-0.6904,1.7335,4.794,WALKING
11.496615,-4.6054,-0.9721,1.3913,4.908,WALKING
11.501582,-4.7802,-1.1937,1.0551,5.039,WALKING
11.506124,-4.8902,-1.3616,0.7273,5.128,WALKING
11.510982,-5.0067,-1.549,0.4149,5.257,WALKING
11.515963,-5.0159,-1.5833,0.2502,5.266,WALKING
11.521339,-5.0291,-1.6625,0.0198,5.297,WALKING
11.525205,-5.0235,-1.6376,-0.0983,5.285,WALKING
11.530044,-5.0191,-1.6174,-0.1788,5.276,WALKING
11.534901,-5.0728,-1.5909,-0.277,5.324,WALKING
11.539366,-5.0611,-1.535,-0.2912,5.297,WALKING
11.544212,-5.1,-1.5253,-0.3342,5.334,WALKING
11.548991,-5.1647,-1.4648,-0.3259,5.378,WALKING
11.557787,-5.2419,-1.4504,-0.3665,5.451,WALKING
11.559866,-5.3532,-1.3959,-0.4689,5.552,WALKING
11.566767,-5.4911,-1.3167,-0.5171,5.67,WALKING
11.568631,-5.6395,-1.2494,-0.6327,5.811,WALKING
11.578298,-5.774,-1.1751,-0.8094,5.948,WALKING
11.57942,-5.851,-1.1419,-0.9258,6.033,WALKING
11.583247,-5.9008,-1.0842,-1.2114,6.121,WALKING
11.58999,-5.8249,-1.0548,-1.4744,6.1,WALKING
11.591898,-5.7069,-1.0524,-1.763,6.065,WALKING
11.596654,-5.5166,-1.1005,-2.0941,6.002,WALKING
11.601786,-5.2939,-1.1456,-2.4254,5.935,WALKING
11.606254,-4.9627,-1.2248,-2.683,5.773,WALKING
11.611623,-4.6448,-1.3568,-3.1625,5.781,WALKING
11.616136,-4.1512,-1.4752,-3.2716,5.487,WALKING
11.621576,-3.6115,-1.5463,-3.514,5.271,WALKING
11.625245,-2.9827,-1.6498,-3.593,4.953,WALKING
11.630352,-2.1563,-1.733,-3.4056,4.388,WALKING
11.635216,-1.2222,-1.8166,-3.2814,3.945,WALKING
11.639604,0.0067,-1.8608,-2.9514,3.489,WALKING
11.644478,1.3835,-1.8072,-2.5718,3.434,WALKING
11.649179,2.6936,-1.7118,-2.2829,3.924,WALKING
11.65751,3.8304,-1.7059,-1.8486,4.583,WALKING
11.659113,4.8767,-1.8535,-1.2478,5.364,WALKING
11.663757,6.0415,-1.9721,-0.6202,6.385,WALKING
11.670193,7.0861,-2.0912,-0.3205,7.395,WALKING
11.676752,8.4568,-2.2481,-0.3336,8.757,WALKING
11.67833,9.9098,-2.2817,-0.553,10.184,WALKING
11.682782,11.3866,-2.1789,-1.0633,11.642,WALKING
11.687774,13.4603,-2.0935,-1.8683,13.75,WALKING
11.692571,15.0003,-1.8703,-2.9154,15.395,WALKING
11.697234,15.8916,-1.4031,-4.9782,16.712,WALKING
11.701711,16.6101,-1.1277,-6.8383,17.998,WALKING
11.706591,16.8391,-1.1743,-7.9745,18.669,WALKING
11.711582,15.1127,-1.4106,-7.6284,16.988,WALKING
11.716637,12.7509,-1.1975,-6.9838,14.587,WALKING
11.723362,10.5989,-0.7167,-5.7544,12.081,WALKING
11.726189,8.1192,-0.2568,-4.6025,9.336,WALKING
11.730625,6.0509,0.1634,-3.3715,6.929,WALKING
11.735151,4.4227,0.2326,-1.7309,4.755,WALKING
11.741482,3.0662,-0.096,0.4211,3.096,WALKING
11.744962,1.9513,-0.4481,2.6218,3.299,WALKING
11.749343,1.2323,-0.9098,4.6834,4.928,WALKING
11.758462,0.7177,-1.2054,6.2781,6.433,WALKING
11.759829,0.4874,-1.3713,7.4897,7.63,WALKING
11.766751,0.1108,-1.3569,8.3159,8.427,WALKING
11.768732,-0.3595,-1.2009,8.9075,8.995,WALKING
11.778688,-0.9069,-0.9855,9.2938,9.39,WALKING
11.780191,-1.4394,-0.7114,9.4323,9.568,WALKING
11.78339,-1.9784,-0.3429,9.4314,9.643,WALKING
11.789819,-2.4873,0.009,9.348,9.673,WALKING
11.79214,-3.0006,0.3513,9.1673,9.652,WALKING
11.797113,-3.5697,0.6952,8.867,9.584,WALKING
11.802085,-4.1076,1.0403,8.428,9.433,WALKING
11.810238,-4.61,1.3641,7.8435,9.2,WALKING
11.812956,-5.0924,1.6013,7.0952,8.879,WALKING
11.816268,-5.4805,1.8763,6.2199,8.5,WALKING
11.824681,-5.9494,2.0906,5.3246,8.253,WALKING
11.825928,-6.3078,2.235,4.3437,7.978,WALKING
11.830624,-6.6859,2.3776,3.2989,7.825,WALKING
11.835478,-7.0616,2.4876,2.2,7.803,WALKING
11.840153,-7.344,2.5554,0.9208,7.83,WALKING
11.845043,-7.3804,2.5855,-0.5261,7.838,WALKING
11.849616,-6.9121,2.4171,-1.8403,7.55,WALKING
11.85749,-5.9489,2.1507,-3.0374,7.017,WALKING
11.859975,-4.4526,1.6414,-4.1554,6.308,WALKING
11.864328,-2.525,1.0068,-5.0352,5.722,WALKING
11.869668,-0.5337,0.4735,-5.854,5.897,WALKING
11.876115,1.2403,0.0188,-6.2503,6.372,WALKING
11.878658,2.7565,-0.3756,-6.0798,6.686,WALKING
11.883484,3.9332,-0.7289,-5.655,6.927,WALKING
11.887957,4.7714,-1.2295,-4.7978,6.877,WALKING
11.897712,5.7396,-2.0587,-2.7966,6.708,WALKING
11.902749,6.1406,-2.3669,-1.9127,6.853,WALKING
11.910662,6.2795,-2.5821,-0.8211,6.839,WALKING
11.913167,6.525,-2.7809,-0.2283,7.097,WALKING
11.917163,6.6888,-2.8291,0.6964,7.296,WALKING
11.921679,6.8146,-2.7434,1.4912,7.496,WALKING
11.92644,6.7214,-2.3296,2.1925,7.444,WALKING
11.931302,6.1985,-1.4278,2.5264,6.844,WALKING
11.935604,5.4388,-0.5235,2.8035,6.141,WALKING
11.941649,4.4093,0.348,2.8228,5.247,WALKING
11.945169,3.2721,1.1259,2.7035,4.391,WALKING
11.949723,2.1192,1.7731,2.4063,3.664,WALKING
11.957871,0.9997,2.1995,1.933,3.094,WALKING
11.960156,0.0228,2.461,1.482,2.873,WALKING
11.966715,-0.8638,2.6872,0.9597,2.981,WALKING
11.969042,-1.603,2.9054,0.5206,3.359,WALKING
11.977357,-2.2731,3.0287,0.1262,3.789,WALKING
11.978949,-2.7862,3.1008,-0.1697,4.172,WALKING
11.983506,-3.2797,3.1714,-0.2886,4.571,WALKING
11.987883,-3.6435,3.1804,-0.3056,4.846,WALKING
11.993634,-3.8273,3.1394,-0.2611,4.957,WALKING
11.997674,-4.1018,3.1465,-0.0116,5.17,WALKING
12.003263,-4.2613,3.0265,0.1948,5.23,WALKING
12.010186,-4.3651,2.8871,0.4372,5.252,WALKING
12.012282,-4.4969,2.7094,0.648,5.29,WALKING
12.017077,-4.641,2.4647,0.7609,5.31,WALKING
12.021945,-4.7532,2.2102,0.8281,5.307,WALKING
12.027088,-4.8963,1.9066,0.7923,5.314,WALKING
12.031144,-5.0687,1.6265,0.73,5.373,WALKING
12.035741,-5.2324,1.329,0.5103,5.423,WALKING
12.040962,-5.4219,0.9838,0.1828,5.513,WALKING
12.045696,-5.5643,0.6489,-0.176,5.605,WALKING
12.049819,-5.7198,0.2612,-0.4944,5.747,WALKING
12.057355,-5.7678,-0.1565,-0.8957,5.839,WALKING
12.062747,-5.6303,-0.5311,-1.3736,5.82,WALKING
12.06465,-5.3336,-0.8756,-1.7552,5.683,WALKING
12.070945,-4.846,-1.1203,-2.0801,5.391,WALKING
12.077138,-4.2278,-1.2038,-2.281,4.952,WALKING
12.07928,-3.4259,-1.1963,-2.4066,4.354,WALKING
12.083691,-2.5618,-1.028,-2.467,3.702,WALKING
12.088448,-1.716,-0.6365,-2.5195,3.114,WALKING
12.093034,-0.8831,-0.2227,-2.4129,2.579,WALKING
12.098552,-0.1239,0.1827,-1.9513,1.964,WALKING
12.102965,0.6432,0.7007,-1.5502,1.819,WALKING
12.107747,1.346,1.0942,-0.9726,1.989,WALKING
12.112318,2.0134,1.5945,-0.4449,2.607,WALKING
12.117171,2.5328,1.9541,0.1296,3.202,WALKING
12.121806,2.9502,2.3657,0.6268,3.833,WALKING
12.126521,3.2095,2.662,0.9955,4.287,WALKING
12.13164,3.408,2.8491,1.1939,4.6,WALKING
12.135942,3.4848,2.9201,1.1727,4.695,WALKING
12.140795,3.5488,2.9455,0.9727,4.713,WALKING
12.145904,3.4915,2.8107,0.6484,4.529,WALKING
12.150188,3.3456,2.6031,0.1574,4.242,WALKING
12.157852,3.1455,2.2993,-0.2935,3.907,WALKING
12.160923,2.9114,1.9715,-0.7115,3.587,WALKING
12.166712,2.7004,1.779,-0.7666,3.323,WALKING
12.17712,2.5102,1.4977,-1.3055,3.201,WALKING
12.180295,2.4389,1.5854,-1.5142,3.279,WALKING
12.184255,2.3837,1.7635,-1.4589,3.305,WALKING
12.188362,2.3663,2.025,-1.4452,3.433,WALKING
12.19401,2.3509,2.3317,-1.3935,3.592,WALKING
12.1981,2.3448,2.6475,-1.3481,3.785,WALKING
12.204711,2.3602,2.9483,-1.262,3.982,WALKING
12.208007,2.4714,3.2949,-1.1428,4.274,WALKING
12.212627,2.6497,3.6272,-1.0121,4.604,WALKING
12.217531,2.9626,3.8912,-0.8027,4.956,WALKING
12.221922,3.4243,4.0459,-0.5606,5.33,WALKING
12.227117,4.0249,4.0935,-0.2179,5.745,WALKING
12.231587,4.678,3.9993,0.218,6.158,WALKING
12.236186,5.3376,3.8075,0.6665,6.59,WALKING
12.24154,5.8716,3.5117,1.0816,6.927,WALKING
12.24613,6.2796,3.1116,1.2347,7.116,WALKING
12.250732,6.4964,2.6467,1.2751,7.13,WALKING
12.257869,6.6279,2.1386,1.0863,7.049,WALKING
12.260269,6.6393,1.6266,0.7991,6.882,WALKING
12.266733,6.4607,1.0657,0.5848,6.574,WALKING
12.269602,6.2952,0.5303,0.2524,6.323,WALKING
12.278494,5.9663,-0.0307,0.0283,5.966,WALKING
12.279596,5.5864,-0.6234,-0.2414,5.626,WALKING
12.283984,5.1119,-1.1465,-0.5258,5.265,WALKING
12.291794,4.542,-1.648,-0.665,4.877,WALKING
12.295525,3.985,-2.0488,-0.71,4.537,WALKING
12.298512,3.4259,-2.3888,-0.7308,4.24,WALKING
12.304669,2.8534,-2.6956,-0.7235,3.991,WALKING
12.307922,2.4235,-2.9495,-0.8411,3.909,WALKING
12.312344,1.8496,-3.2739,-0.7052,3.826,WALKING
12.317448,1.4413,-3.5218,-0.6572,3.862,WALKING
12.323112,1.0787,-3.7291,-0.5694,3.924,WALKING
12.327185,0.6026,-3.9295,-0.3524,3.991,WALKING
12.33208,0.4413,-4.2139,-0.3608,4.252,WALKING
12.336232,0.1233,-4.427,-0.2029,4.433,WALKING
12.341648,-0.1113,-4.6605,-0.4072,4.68,WALKING
12.346399,-0.1671,-4.9333,-0.3233,4.947,WALKING
12.35073,-0.1196,-5.157,-0.4051,5.174,WALKING
12.357414,-0.0441,-5.2718,-0.3547,5.284,WALKING
12.362717,0.1189,-5.098,-0.1166,5.101,WALKING
12.365075,0.5983,-4.8679,-0.0577,4.905,WALKING
12.370007,1.642,-4.8103,-0.5105,5.108,WALKING
12.378326,2.4025,-4.4221,-0.4959,5.057,WALKING
12.380242,3.0499,-4.0854,-0.3894,5.113,WALKING
12.384207,3.6178,-3.7254,-0.1929,5.197,WALKING
12.389014,3.9767,-3.3073,-0.0823,5.173,WALKING
12.394862,4.0903,-2.8636,0.0678,4.994,WALKING
12.3988,3.7911,-2.3422,0.1638,4.459,WALKING
12.405555,3.2399,-1.8598,0.297,3.748,WALKING
12.407879,2.6616,-1.3751,0.3411,3.015,WALKING
12.417744,1.4443,-0.4595,0.3979,1.567,WALKING
12.422533,0.8428,-0.0592,0.6559,1.07,WALKING
12.427949,0.3249,0.3112,1.0943,1.183,WALKING
12.431648,-0.2158,0.6236,1.5747,1.707,WALKING
12.436439,-0.7093,0.938,1.9254,2.256,WALKING
12.441219,-1.1303,1.2016,2.3231,2.849,WALKING
12.446819,-1.5203,1.4461,2.6284,3.363,WALKING
12.451005,-1.8529,1.6843,2.9409,3.863,WALKING
12.457871,-2.1754,1.8446,3.2498,4.324,WALKING
12.462318,-2.4143,2.0115,3.5934,4.774,WALKING
12.465674,-2.5615,2.1344,3.8195,5.07,WALKING
12.478118,-2.8038,2.3021,3.9893,5.392,WALKING
12.479445,-2.9656,2.3889,4.1013,5.597,WALKING
12.48072,-3.0924,2.4064,4.1543,5.711,WALKING
12.484238,-3.3969,2.4627,4.2395,5.965,WALKING
12.489025,-3.6259,2.3914,4.2124,6.051,WALKING
12.49399,-3.7557,2.3089,4.0312,5.974,WALKING
12.498838,-3.955,2.2056,3.9275,5.994,WALKING
12.504596,-4.1412,2.0404,3.7608,5.954,WALKING
12.508708,-4.3544,1.7789,3.4297,5.821,WALKING
12.51327,-4.5869,1.4221,3.1661,5.752,WALKING
12.518259,-4.8223,1.0189,2.8312,5.684,WALKING
12.522942,-5.082,0.5752,2.4107,5.654,WALKING
12.527984,-5.3272,0.1488,1.8446,5.639,WALKING
12.532108,-5.4914,-0.2346,1.3214,5.653,WALKING
12.536632,-5.6061,-0.5936,0.7236,5.684,WALKING
12.543205,-5.6659,-0.8925,0.1328,5.737,WALKING
12.547622,-5.7417,-1.2003,-0.5385,5.891,WALKING
12.55127,-5.7165,-1.4051,-1.073,5.984,WALKING
12.557717,-5.5966,-1.5999,-1.5306,6.019,WALKING
12.561129,-5.4813,-1.7346,-1.932,6.065,WALKING
12.565641,-5.3212,-1.7957,-2.1614,6.018,WALKING
12.582408,-5.1471,-1.796,-2.2653,5.903,WALKING
12.583847,-4.9325,-1.7829,-2.2187,5.695,WALKING
12.584666,-4.7234,-1.7194,-1.9967,5.409,WALKING
12.5853,-4.5735,-1.5897,-1.7083,5.134,WALKING
12.589664,-4.468,-1.3921,-1.3514,4.871,WALKING
12.594322,-4.4383,-1.1378,-0.9485,4.679,WALKING
12.599658,-4.428,-0.8989,-0.5459,4.551,WALKING
12.606636,-4.5065,-0.6599,-0.129,4.556,WALKING
12.60869,-4.597,-0.4229,0.235,4.622,WALKING
12.613277,-4.69,-0.2118,0.549,4.727,WALKING
12.618446,-4.7571,-0.0502,0.8033,4.825,WALKING
12.622825,-4.8416,0.0551,1.0208,4.948,WALKING
12.628112,-4.8845,0.1128,1.124,5.013,WALKING
12.632059,-4.918,0.1127,1.1057,5.042,WALKING
12.637875,-4.9723,0.0989,1.0206,5.077,WALKING
12.641946,-5.0003,0.0427,0.8609,5.074,WALKING
12.647297,-4.9853,-0.0655,0.5834,5.02,WALKING
12.65147,-4.8892,-0.2136,0.2703,4.901,WALKING
12.658712,-4.7496,-0.3626,-0.2243,4.769,WALKING
12.661173,-4.5041,-0.5437,-0.7325,4.596,WALKING
12.665875,-4.2201,-0.7083,-1.2298,4.452,WALKING
12.674082,-3.7718,-0.8726,-1.7746,4.259,WALKING
12.675953,-3.2205,-1.0358,-2.147,4.007,WALKING
12.680563,-2.572,-1.1652,-2.6681,3.885,WALKING
12.684889,-1.717,-1.2388,-2.9328,3.617,WALKING
12.694771,-0.7174,-1.3195,-3.2197,3.553,WALKING
12.696029,0.3673,-1.3938,-3.4987,3.784,WALKING
12.699477,1.4759,-1.4386,-3.7152,4.249,WALKING
12.710682,2.5744,-1.3988,-3.9873,4.948,WALKING
12.712029,3.5775,-1.5471,-4.0471,5.619,WALKING
12.713942,4.4861,-1.7448,-4.0708,6.304,WALKING
12.718756,5.4549,-2.0195,-4.0613,7.094,WALKING
12.723994,6.4107,-2.2649,-3.9783,7.877,WALKING
12.729007,7.1856,-2.4377,-3.8704,8.518,WALKING
12.739011,9.1198,-2.8698,-3.9682,10.352,WALKING
12.742981,10.1424,-2.9674,-3.9372,11.277,WALKING
12.747471,10.7386,-2.8475,-3.9466,11.79,WALKING
12.751496,11.0631,-2.3758,-4.2731,12.095,WALKING
12.758339,10.4789,-1.7182,-4.6245,11.582,WALKING
12.761466,9.505,-1.0554,-5.0613,10.82,WALKING
12.766,8.4915,-0.5359,-5.6469,10.212,WALKING
12.778033,7.5593,-0.2308,-6.5576,10.01,WALKING
12.779352,6.5349,-0.2025,-7.224,9.743,WALKING
12.780434,5.2507,-0.4653,-6.8509,8.644,WALKING
12.78502,3.6622,-0.6783,-5.9028,6.98,WALKING
12.790138,2.1546,-0.7262,-4.7217,5.241,WALKING
12.795195,0.9397,-0.5464,-3.522,3.686,WALKING
12.800142,0.1416,-0.2803,-2.2905,2.312,WALKING
12.806965,-0.2266,-0.2261,-0.8496,0.908,WALKING
12.809011,-0.3288,-0.5032,0.6612,0.894,WALKING
12.813654,-0.4732,-0.9929,2.3531,2.598,WALKING
12.818961,-0.2328,-1.5634,3.7988,4.115,WALKING
12.825132,0.4312,-1.9811,5.1029,5.491,WALKING
12.828097,1.0774,-2.1263,6.2148,6.656,WALKING
12.83264,1.5261,-2.0106,6.9506,7.395,WALKING
12.837981,2.1496,-1.8396,7.6322,8.14,WALKING
12.842885,2.372,-1.598,8.1551,8.642,WALKING
12.847393,2.4128,-1.2085,8.667,9.077,WALKING
12.851716,2.3092,-0.7143,8.8121,9.138,WALKING
12.856796,2.0406,-0.2051,8.7797,9.016,WALKING
12.861633,1.5111,0.2987,8.6093,8.746,WALKING
12.86625,0.8443,0.7792,8.3647,8.443,WALKING
12.874181,0.0002,1.1831,7.9137,8.002,WALKING
12.882552,-0.9013,1.5728,7.2824,7.505,WALKING
12.883602,-1.7573,1.881,6.5061,6.997,WALKING
12.888398,-2.6046,2.1207,5.5754,6.509,WALKING
12.89551,-3.4078,2.2971,4.6128,6.178,WALKING
12.896813,-4.1898,2.3684,3.5272,5.967,WALKING
12.899982,-4.8517,2.4033,2.3814,5.915,WALKING
12.904628,-5.3665,2.4222,1.3495,6.04,WALKING
12.909063,-5.6526,2.4149,0.2891,6.154,WALKING
12.914102,-5.6598,2.4415,-0.678,6.201,WALKING
12.921314,-5.4341,2.4524,-1.5845,6.169,WALKING
12.924752,-4.8018,2.4177,-2.1849,5.803,WALKING
12.929287,-3.8769,2.318,-2.8184,5.324,WALKING
12.933591,-2.5676,2.1078,-3.2042,4.615,WALKING
12.938019,-1.0275,1.7167,-3.3358,3.89,WALKING
12.942514,0.731,1.28,-3.2707,3.588,WALKING
12.947722,2.5057,0.8055,-2.9743,3.972,WALKING
12.952312,3.9188,0.3415,-2.4893,4.655,WALKING
12.956887,4.8111,-0.1066,-1.9419,5.189,WALKING
12.961826,5.3736,-0.6387,-1.2617,5.557,WALKING
12.966413,5.7205,-1.1318,-0.8633,5.895,WALKING
12.974547,5.8311,-1.6762,-0.5132,6.089,WALKING
12.976832,5.7677,-2.2229,-0.3261,6.19,WALKING
12.982661,5.4818,-2.7019,-0.1226,6.113,WALKING
12.985923,5.0916,-3.2078,-0.1229,6.019,WALKING
12.998243,4.6973,-3.594,-0.0557,5.915,WALKING
12.999726,4.0245,-3.7225,-0.1327,5.484,WALKING
13.000455,2.9911,-3.4937,-0.0973,4.6,WALKING
13.010452,1.8389,-2.8392,-0.3777,3.404,WALKING
13.01487,-0.2399,-1.1263,-0.6551,1.325,WALKING
13.019421,-1.1032,-0.3199,-0.7317,1.362,WALKING
13.023767,-1.79,0.4079,-0.7119,1.969,WALKING
13.028609,-2.1943,1.0297,-0.5896,2.495,WALKING
13.033589,-2.4944,1.5449,-0.3637,2.957,WALKING
13.038457,-2.602,1.8993,-0.112,3.223,WALKING
13.042952,-2.4443,2.0695,0.3691,3.224,WALKING
13.047768,-2.4027,2.1743,0.9106,3.366,WALKING
13.052222,-2.3637,2.1976,1.4954,3.557,WALKING
13.057863,-2.3742,2.1688,2.0095,3.792,WALKING
13.062056,-2.3305,2.1432,2.3605,3.949,WALKING
13.066838,-2.4344,2.1889,2.7048,4.247,WALKING
13.082113,-2.488,2.2184,2.9595,4.458,WALKING
13.084045,-2.537,2.2912,3.1239,4.631,WALKING
13.084829,-2.7723,2.4096,3.2242,4.887,WALKING
13.086534,-2.9477,2.5067,3.1255,4.974,WALKING
13.090895,-3.1474,2.605,2.8757,4.996,WALKING
13.096123,-3.4902,2.734,2.6687,5.175,WALKING
13.10157,-3.8266,2.7748,2.1427,5.19,WALKING
13.104998,-4.1642,2.7643,1.6654,5.268,WALKING
13.110168,-4.4717,2.6693,0.9236,5.289,WALKING
13.114567,-4.9121,2.591,0.2739,5.56,WALKING
13.119807,-5.3285,2.4328,-0.4396,5.874,WALKING
13.124394,-5.6843,2.2351,-1.2892,6.242,WALKING
13.12961,-5.9773,1.9782,-2.0113,6.61,WALKING
13.133383,-5.9951,1.6264,-2.5509,6.715,WALKING
13.139655,-5.6276,1.2591,-2.8929,6.452,WALKING
13.143975,-4.9298,0.913,-3.047,5.867,WALKING
13.148028,-4.0452,0.6096,-3.0079,5.078,WALKING
13.152495,-3.0638,0.3205,-2.8308,4.184,WALKING
13.157695,-1.9977,0.1122,-2.6745,3.34,WALKING
13.163172,-0.9966,0.062,-2.634,2.817,WALKING
13.167355,-0.1325,0.0755,-2.4242,2.429,WALKING
13.18098,0.5314,0.1847,-2.3086,2.376,WALKING
13.182189,1.047,0.4019,-2.1328,2.41,WALKING
13.182902,1.4251,0.5756,-1.8308,2.39,WALKING
13.186866,1.8013,0.8703,-1.488,2.493,WALKING
13.190818,2.1103,1.0978,-0.9851,2.575,WALKING
13.19689,2.3737,1.468,-0.5116,2.838,WALKING
13.200618,2.6182,1.7818,0.0262,3.167,WALKING
13.205199,2.824,2.0898,0.5153,3.551,WALKING
13.210569,3.0169,2.3676,0.969,3.956,WALKING
13.214638,3.2301,2.5632,1.3109,4.327,WALKING
13.219791,3.413,2.7523,1.3219,4.579,WALKING
13.224167,3.5569,2.812,1.3817,4.74,WALKING
13.229128,3.7406,2.858,1.1152,4.838,WALKING
13.233545,3.8358,2.8206,0.7625,4.822,WALKING
13.239724,3.887,2.7104,0.1748,4.742,WALKING
13.244112,3.9055,2.6246,-0.3276,4.717,WALKING
13.247956,3.7861,2.5204,-0.8422,4.626,WALKING
13.258311,3.3836,2.5245,-1.5635,4.502,WALKING
13.262999,3.0933,2.6629,-1.7633,4.446,WALKING
13.267203,2.8658,2.8581,-1.7564,4.412,WALKING
13.281719,2.6472,3.0573,-1.8266,4.437,WALKING
13.28326,2.4573,3.2726,-1.676,4.422,WALKING
13.284,2.3199,3.457,-1.4725,4.416,WALKING
13.286981,2.256,3.6393,-1.0737,4.414,WALKING
13.291389,2.3389,3.8684,-0.6037,4.561,WALKING
13.295985,2.6233,4.1,-0.0603,4.868,WALKING
13.301459,3.0772,4.2881,0.5331,5.305,WALKING
13.305266,3.6156,4.341,1.0678,5.75,WALKING
13.310177,4.088,4.2612,1.4393,6.078,WALKING
13.315511,4.5975,4.0906,1.6104,6.361,WALKING
13.319575,4.996,3.9323,1.9059,6.637,WALKING
13.324979,5.3253,3.6693,2.0053,6.771,WALKING
13.329612,5.6253,3.3567,1.8519,6.807,WALKING
13.333818,5.8339,2.9964,1.5791,6.746,WALKING
13.338589,6.0413,2.5551,1.1586,6.661,WALKING
13.343654,6.0732,2.0349,0.7875,6.453,WALKING
13.348273,6.2164,1.4294,0.4762,6.396,WALKING
13.352647,6.1529,0.7241,0.2482,6.2,WALKING
13.35794,5.8939,0.0215,-0.0123,5.894,WALKING
13.366743,5.5237,-0.6654,-0.1224,5.565,WALKING
13.367707,5.0466,-1.2655,-0.2076,5.207,WALKING
13.380984,4.4974,-1.737,-0.2501,4.828,WALKING
13.382348,3.9244,-2.1149,-0.2258,4.464,WALKING
13.383,3.4498,-2.39,-0.1849,4.201,WALKING
13.386597,2.8232,-2.7186,-0.1511,3.922,WALKING
13.393969,2.3559,-2.8618,0.009,3.707,WALKING
13.396315,1.7952,-3.1717,0.158,3.648,WALKING
13.400786,1.436,-3.3139,0.241,3.62,WALKING
13.405506,0.9913,-3.5332,0.5073,3.705,WALKING
13.411585,0.622,-3.8025,0.6022,3.9,WALKING
13.415307,0.2016,-4.1233,0.6698,4.182,WALKING
13.419822,-0.181,-4.3626,0.53,4.398,WALKING
13.424881,-0.5312,-4.5939,0.6878,4.675,WALKING
13.429754,-0.6175,-4.7964,0.5201,4.864,WALKING
13.434267,-0.795,-5.079,0.4799,5.163,WALKING
13.439338,-0.8195,-5.139,0.4691,5.225,WALKING
13.443844,-0.5507,-5.2057,0.2761,5.242,WALKING
13.448656,0.2823,-5.1039,-0.011,5.112,WALKING
13.453201,1.1064,-4.7845,-0.192,4.914,WALKING
13.458297,1.813,-4.4511,-0.2384,4.812,WALKING
13.463255,2.3262,-4.0809,-0.1963,4.701,WALKING
13.467593,2.6694,-3.6931,-0.0465,4.557,WALKING
13.47967,3.0651,-3.422,-0.3049,4.604,WALKING
13.481087,3.3974,-3.1948,0.0147,4.664,WALKING
13.482283,3.1951,-2.8247,0.2742,4.274,WALKING
