time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
43.54691,0.1659,-0.086,-0.102,0.213
43.552983,0.1835,-0.067,-0.1045,0.221
43.556496,0.1914,-0.054,-0.0951,0.22
43.575773,0.2037,-0.0344,-0.0571,0.214
43.576901,0.1808,-0.0384,-0.0118,0.185
43.577365,0.1411,-0.0352,0.0048,0.145
43.580222,0.161,-0.0415,0.0118,0.167
43.589645,0.1242,-0.0286,0.0285,0.131
43.590672,0.1225,-0.0377,0.0474,0.137
43.59394,0.1208,-0.0244,0.0719,0.143
43.601524,0.118,-0.0283,0.0644,0.137
43.60379,0.1106,-0.0368,0.0959,0.151
43.608389,0.115,-0.0122,0.0744,0.137
43.613076,0.1096,-0.047,0.0645,0.136
43.617992,0.1136,-0.0339,0.0454,0.127
43.623565,0.1032,-0.0471,0.0453,0.122
43.627509,0.0669,-0.0459,0.0334,0.088
43.632675,0.0755,-0.0821,0.0048,0.112
43.637369,0.0748,-0.0542,-0.0095,0.093
43.641963,0.0506,-0.0645,-0.0573,0.1
43.647198,0.074,-0.0416,-0.062,0.105
43.651956,0.083,-0.0688,-0.0667,0.127
43.656537,0.1347,-0.0577,-0.0787,0.166
43.660732,0.1385,-0.0491,-0.0596,0.159
43.668923,0.152,-0.0288,-0.0715,0.17
43.671097,0.163,-0.0513,-0.0453,0.177
43.678484,0.1669,-0.0451,-0.0453,0.179
43.681782,0.1557,-0.0351,-0.0383,0.164
43.687436,0.1492,-0.0307,-0.0188,0.154
43.689898,0.1202,-0.0601,0.0028,0.134
43.695059,0.1151,-0.0701,0.0197,0.136
43.700756,0.0795,-0.061,0.0176,0.102
43.704319,0.0843,-0.0473,0.001,0.097
43.708316,0.087,-0.0481,-0.0322,0.104
43.713801,0.0765,-0.0285,-0.0252,0.085
43.718908,0.0776,-0.0053,-0.0511,0.093
43.722956,0.0657,0.0213,-0.0535,0.087
43.727544,0.0963,0.0191,-0.0464,0.109
43.733226,0.1143,0.0332,-0.0418,0.126
43.737203,0.1041,0.0189,-0.018,0.107
43.741942,0.1078,0.0234,-0.0063,0.11
43.746709,0.1045,0.0421,-0.0065,0.113
