time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
53.454781,0.0856,-0.1058,0.0583,0.148
53.459394,0.0645,-0.1028,0.0843,0.148
53.464091,0.0508,-0.0665,0.0888,0.122
53.469365,0.0407,-0.0565,0.1007,0.122
53.474376,0.0388,-0.0149,0.0837,0.093
53.47902,0.052,-0.0118,0.0668,0.085
53.485964,0.0301,0.0105,-0.0169,0.036
53.490354,0.0416,0.03,0.019,0.055
53.493166,0.0529,0.0656,0.0068,0.085
53.502206,0.045,0.1166,0.0255,0.128
53.503305,0.042,0.1312,-0.0272,0.14
53.507808,0.0604,0.1378,-0.0421,0.156
53.512086,0.069,0.1682,-0.0544,0.19
53.521288,0.0847,0.1746,-0.0715,0.207
53.522309,0.115,0.1684,-0.0671,0.215
53.530756,0.1438,0.1608,-0.058,0.223
53.532451,0.1545,0.1618,-0.0585,0.231
53.536019,0.1639,0.1401,-0.0663,0.226
53.547058,0.1668,0.111,-0.0859,0.218
53.556457,0.1693,0.0776,-0.0887,0.206
53.557479,0.1774,0.0628,-0.0747,0.202
53.560174,0.1587,0.0345,-0.0559,0.172
53.565578,0.1615,0.0136,-0.0368,0.166
53.569822,0.1575,-0.0054,-0.03,0.16
53.574344,0.1407,0.0058,-0.0111,0.141
53.579252,0.1459,0.002,-0.0066,0.146
53.583865,0.1534,0.0114,0.0169,0.155
53.58866,0.1558,0.0124,0.0189,0.157
53.595406,0.156,0.0359,0.0259,0.162
53.602165,0.1842,0.0274,0.0446,0.191
53.604704,0.1841,0.0284,0.037,0.19
53.607717,0.1766,0.0421,0.0363,0.185
53.61275,0.1893,0.042,0.053,0.201
53.619397,0.173,0.038,0.0456,0.183
53.622159,0.1644,0.0553,0.031,0.176
53.626946,0.1746,0.0582,0.0379,0.188
53.634369,0.1731,0.0585,0.0304,0.185
53.63807,0.1471,0.0695,0.0274,0.165
53.646565,0.1422,0.0618,0.0253,0.157
53.647265,0.1309,0.0775,0.0152,0.153
53.650686,0.1368,0.0632,-0.0018,0.151
53.655476,0.1664,0.054,-0.0213,0.176
53.660541,0.1719,0.0519,-0.0001,0.18
53.667656,0.1799,0.0356,-0.0171,0.184
53.670585,0.2019,0.0289,0.0017,0.204
53.674699,0.2121,0.0154,-0.0033,0.213
53.680552,0.213,-0.0002,-0.0083,0.213
53.691748,0.2084,-0.0262,-0.0135,0.21
53.693575,0.1633,-0.0398,-0.0057,0.168
53.694567,0.1367,-0.0567,-0.0031,0.148
53.715487,0.1192,-0.0767,-0.0165,0.143
53.716875,0.0776,-0.0898,-0.0213,0.121
53.717558,0.0618,-0.1132,-0.0422,0.136
53.718466,0.0199,-0.1127,-0.0463,0.123
53.718991,-0.0097,-0.1402,-0.0335,0.145
53.721938,-0.0131,-0.1319,-0.0231,0.135
53.726616,-0.0119,-0.1383,-0.0415,0.145
53.73283,-0.0211,-0.1431,-0.0291,0.148
53.737111,-0.0194,-0.125,-0.0453,0.134
53.741492,-0.0096,-0.102,-0.0328,0.108
53.745965,0.0053,-0.0926,-0.0347,0.099
53.751474,-0.0033,-0.0664,-0.0512,0.084
53.756866,0.0043,-0.0532,-0.0653,0.084
53.762779,0.021,-0.0289,-0.0676,0.076
53.766068,-0.0048,-0.0139,-0.0603,0.062
53.774591,0.0053,0.0085,-0.072,0.073
53.775209,0.0196,0.0252,-0.0816,0.088
53.77934,0.0197,0.0442,-0.0816,0.095
53.78571,0.0529,0.0655,-0.0626,0.105
53.790357,0.0574,0.1079,-0.0579,0.135
53.793726,0.0738,0.1073,-0.0437,0.137
53.801185,0.1043,0.133,-0.0365,0.173
53.803193,0.1056,0.1268,-0.0058,0.165
53.811128,0.1059,0.1343,-0.02,0.172
53.812525,0.127,0.1149,0.0013,0.171
53.817854,0.1264,0.0979,0.0227,0.161
53.821992,0.1278,0.0833,0.0368,0.157
53.826865,0.1131,0.0811,0.0392,0.145
53.833751,0.1174,0.0437,0.0392,0.131
53.836279,0.1148,0.0353,0.0393,0.126
53.840937,0.1098,0.0081,0.0395,0.117
53.845942,0.0789,-0.0116,0.047,0.093
53.852396,0.0884,-0.0216,0.0329,0.097
53.856069,0.0903,-0.041,0.0164,0.101
53.86667,0.0757,-0.0412,-0.0336,0.093
53.870484,0.0874,-0.0512,-0.06,0.118
53.875193,0.0823,-0.0351,-0.0646,0.11
53.880844,0.0962,-0.036,-0.0885,0.136
53.885438,0.0958,-0.0203,-0.1051,0.144
53.889432,0.1049,0.0069,-0.1027,0.147
53.896113,0.1256,0.0212,-0.1124,0.17
53.903502,0.1325,0.0226,-0.1051,0.171
53.904377,0.1343,0.0281,-0.1124,0.177
53.908227,0.1384,0.0572,-0.0885,0.174
53.912582,0.1545,0.0741,-0.0815,0.19
53.917837,0.1438,0.0688,-0.0674,0.173
53.922837,0.1533,0.0698,-0.0287,0.171
53.927586,0.1704,0.0902,0.0138,0.193
53.932615,0.1571,0.0616,0.0326,0.172
53.93735,0.1433,0.0773,0.0138,0.163
53.941667,0.1117,0.0633,0.0281,0.131
53.947215,0.09,0.052,0.0258,0.107
53.951443,0.0953,0.0435,-0.0075,0.105
53.956137,0.0671,0.0326,0.0047,0.075
53.960499,0.0699,0.0172,-0.0093,0.073
53.967149,0.096,0.0042,0.0004,0.096
53.970529,0.1185,-0.0171,-0.0023,0.12
53.975237,0.1064,-0.0306,0.0197,0.113
53.979948,0.1054,-0.0336,0.0125,0.111
53.986578,0.1046,-0.0388,-0.0041,0.112
53.98973,0.099,-0.0299,0.0008,0.103
53.994477,0.0913,-0.0375,-0.0039,0.099
54.007434,0.1075,-0.0166,-0.0229,0.111
54.008328,0.0883,-0.0195,-0.0394,0.099
54.008774,0.1049,-0.001,-0.0491,0.116
54.013388,0.1112,0.0063,-0.0779,0.136
54.018472,0.1054,0.024,-0.0844,0.137
54.023249,0.1011,0.028,-0.0888,0.137
54.027572,0.1064,0.0297,-0.0837,0.139
54.034175,0.0977,0.0551,-0.0905,0.144
54.037918,0.0915,0.0636,-0.0853,0.14
54.042186,0.1089,0.0719,-0.0491,0.139
54.047141,0.1214,0.0778,-0.0294,0.147
54.051575,0.1453,0.0764,-0.0005,0.164
54.056588,0.1409,0.0659,0.0276,0.158
54.061203,0.1417,0.0523,0.033,0.155
54.067563,0.1129,0.049,0.0452,0.131
54.071424,0.0962,0.0363,0.0215,0.105
54.075442,0.0845,0.0358,0.0314,0.097
54.080254,0.0801,0.0118,0.0366,0.089
54.086709,0.0922,0,0.0082,0.093
54.095038,0.0933,-0.0071,0.0055,0.094
54.095832,0.0638,-0.0069,-0.0066,0.064
54.107364,0.0466,-0.0281,-0.0452,0.071
54.108198,0.0416,-0.0135,-0.0835,0.094
54.111544,0.0367,-0.0204,-0.0931,0.102
54.114171,0.0626,-0.0201,-0.0859,0.108
54.119393,0.0765,-0.0127,-0.086,0.116
54.123319,0.0863,0.0178,-0.0678,0.111
54.127724,0.0938,0.029,-0.0436,0.107
54.134833,0.1124,0.0229,-0.0451,0.123
54.137201,0.0963,0.0294,-0.0277,0.104
54.141623,0.0853,0.0547,-0.0273,0.105
54.146718,0.0839,0.054,-0.0173,0.101
54.151543,0.0709,0.0699,-0.0338,0.105
54.156266,0.0701,0.0597,-0.0147,0.093
54.160879,0.09,0.0735,-0.0254,0.119
54.167761,0.0982,0.0659,-0.0371,0.124
54.170677,0.0921,0.0631,-0.0268,0.115
54.175363,0.1003,0.058,-0.0433,0.124
54.179716,0.1161,0.0433,-0.0532,0.135
54.186309,0.1383,0.0572,-0.0408,0.155
54.189586,0.1264,0.0445,-0.0251,0.136
54.194432,0.1101,0.027,-0.0104,0.114
54.200151,0.1034,0.0026,-0.0148,0.104
54.2042,0.0942,0.0114,-0.0074,0.095
54.20906,0.0755,-0.0177,-0.0213,0.08
54.213668,0.0404,-0.0183,-0.0499,0.067
54.218904,0.0282,-0.0274,-0.0308,0.05
54.223485,0.0229,-0.0313,-0.0419,0.057
54.228185,0.0118,-0.0295,-0.0511,0.06
54.233999,0.0174,-0.0301,-0.065,0.074
54.237676,0.008,-0.0179,-0.1009,0.103
54.242697,0.0184,-0.0187,-0.1196,0.122
54.247586,0.0287,-0.01,-0.1121,0.116
54.253129,0.0185,-0.0001,-0.1425,0.144
54.257086,0.067,0.0132,-0.1517,0.166
54.261526,0.0335,0.0275,-0.1565,0.162
54.266335,0.0309,0.0441,-0.1294,0.14
54.271435,0.0393,0.0261,-0.1195,0.128
54.275846,0.0524,0.039,-0.0975,0.117
54.285966,0.0615,0.0245,-0.0665,0.094
54.294428,0.0521,0.0318,-0.037,0.071
54.295128,0.0554,0.0116,-0.0246,0.062
54.303214,0.0475,0.0114,-0.0006,0.049
54.305006,0.0529,0.008,0.0045,0.054
54.30961,0.0593,0.0035,0.0196,0.063
54.314039,0.0593,-0.0117,0.0102,0.061
54.319444,0.0498,-0.0291,0.0176,0.06
54.324065,0.0451,-0.0487,-0.0132,0.068
54.328761,0.0356,-0.0562,-0.0228,0.07
54.333443,0.0498,-0.052,-0.0298,0.078
54.337957,0.0589,-0.0538,-0.0562,0.098
54.343414,0.0563,-0.0711,-0.0679,0.113
54.347666,0.0825,-0.0712,-0.082,0.136
54.352663,0.075,-0.0532,-0.0963,0.133
54.357072,0.082,-0.0522,-0.0938,0.135
54.361574,0.0676,-0.0251,-0.0889,0.115
54.36711,0.0915,-0.015,-0.0984,0.135
54.371886,0.0844,-0.0073,-0.0744,0.113
54.375835,0.0823,0.024,-0.0767,0.115
54.38053,0.0896,0.0195,-0.0575,0.108
54.386292,0.0685,0.0245,-0.0359,0.081
