time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
33.872324,0.093,0.003,-0.0056,0.093
33.876454,0.0858,0.0136,-0.0201,0.089
33.881074,0.1134,0.0304,-0.0347,0.122
33.885939,0.126,0.0298,-0.0229,0.132
33.891137,0.146,0.0343,-0.0304,0.153
33.895418,0.1491,0.0264,-0.0186,0.153
33.900139,0.1403,-0.0002,-0.0165,0.141
33.905009,0.1317,-0.0031,0.0001,0.132
33.909742,0.0956,-0.0257,0.0048,0.099
33.91448,0.1141,-0.0571,0.0118,0.128
33.919971,0.0701,-0.0799,0.0141,0.107
33.924263,0.0302,-0.0942,-0.0001,0.099
33.928777,0.0108,-0.0883,-0.0166,0.09
33.936277,0.0177,-0.087,-0.0165,0.09
33.943289,0.0191,-0.0553,-0.0236,0.063
33.950163,0.041,-0.0373,-0.038,0.067
33.952743,0.0605,-0.0146,-0.0548,0.083
33.957422,0.1082,0.0127,-0.0526,0.121
33.962487,0.131,0.0482,-0.0672,0.155
33.967366,0.1411,0.0658,-0.0699,0.171
33.971939,0.1304,0.0747,-0.0725,0.167
33.976568,0.1339,0.0777,-0.0871,0.178
33.981319,0.1268,0.0705,-0.073,0.162
33.987152,0.1174,0.0798,-0.0469,0.149
33.991296,0.1083,0.049,-0.0806,0.144
33.995614,0.0712,0.0728,-0.0949,0.139
34.000432,0.0942,0.0744,-0.0354,0.125
34.005557,0.0934,0.0555,0.0171,0.11
34.010206,0.0723,0.0626,0.0241,0.099
34.019603,0.054,0.0532,0.0264,0.08
34.021713,0.0455,0.0418,0.0264,0.067
34.027425,0.0252,0.0377,0.0432,0.063
34.02951,0.0367,0.0302,0.0455,0.066
34.036893,0.0212,0.0311,0.036,0.052
34.038958,0.0263,0.0147,0.0362,0.047
34.043522,-0.001,0.0207,0.0172,0.027
34.048704,0.005,0.0407,-0.0066,0.042
34.052983,0.0168,0.0568,-0.0307,0.067
34.057874,0.0687,0.0756,-0.0259,0.105
34.062746,0.0856,0.076,-0.0308,0.119
34.0705,0.1023,0.0952,-0.0287,0.143
34.072157,0.126,0.1142,-0.0194,0.171
34.076707,0.1684,0.1141,-0.027,0.205
34.084238,0.1795,0.1448,-0.0107,0.231
34.087054,0.1741,0.1348,-0.0254,0.222
34.092015,0.1782,0.1346,-0.0258,0.225
34.095987,0.1822,0.1342,-0.0215,0.227
34.100762,0.1695,0.1314,-0.0052,0.215
34.105938,0.1543,0.1309,0.0087,0.203
34.110084,0.1582,0.1091,0.0083,0.192
34.119484,0.1514,0.1147,0.015,0.191
34.120502,0.1754,0.1062,0.005,0.205
34.124854,0.1805,0.1144,0.0045,0.214
34.129455,0.1628,0.1235,0.0064,0.204
34.137413,0.1666,0.1253,0.0107,0.209
34.139879,0.1548,0.1093,0.0103,0.19
34.143827,0.1583,0.1066,0.017,0.192
34.149983,0.1571,0.0875,0.0069,0.18
34.153454,0.1468,0.095,-0.0126,0.175
34.159007,0.1334,0.0892,-0.013,0.161
34.162859,0.1312,0.0795,-0.0323,0.157
34.167495,0.1141,0.0662,-0.0349,0.137
34.173113,0.114,0.0367,-0.0518,0.13
34.177513,0.1116,0.055,-0.0734,0.144
34.182675,0.0941,0.0451,-0.0712,0.126
34.186844,0.0765,0.0275,-0.0662,0.105
34.191371,0.0653,0.0224,-0.059,0.091
34.196187,0.0993,0.0339,-0.0589,0.12
34.206194,0.0936,0.0194,-0.0447,0.106
34.210717,0.0811,0.0281,-0.0517,0.1
34.219147,0.085,0.0279,-0.0495,0.102
34.220618,0.0764,0.0173,-0.0327,0.085
34.224777,0.0335,0.0142,-0.0375,0.052
34.22968,0.0405,0.0207,-0.0352,0.057
34.238415,0.019,0.0081,-0.0544,0.058
34.239464,-0.0094,0.0122,-0.0568,0.059
34.244166,0.0122,-0.005,-0.088,0.089
34.249448,0.0291,-0.0079,-0.0808,0.086
34.25529,0.0174,-0.0154,-0.0664,0.07
34.258648,0.0179,-0.0205,-0.0688,0.074
34.26319,0.035,-0.0279,-0.052,0.069
34.26782,0.0276,-0.0275,-0.0424,0.058
34.272525,0.0384,-0.0491,-0.0255,0.067
34.277499,0.0341,-0.0462,-0.0086,0.058
34.282613,0.037,-0.0552,0.0035,0.067
34.287695,0.0258,-0.0666,0.0085,0.072
34.291912,0.0053,-0.0849,0.0112,0.086
34.296373,-0.0032,-0.0534,0.0066,0.054
34.301512,0.011,-0.0526,-0.0005,0.054
34.306151,0.0101,-0.0383,-0.0241,0.046
34.310776,-0.0341,-0.0263,-0.0359,0.056
34.318794,-0.0307,-0.0075,-0.0357,0.048
34.320575,-0.0582,0.0015,-0.0499,0.077
34.326872,-0.0406,0.0128,-0.0666,0.079
34.330061,-0.0281,0.0075,-0.0833,0.088
34.338537,-0.0112,0.0426,-0.0858,0.096
34.339795,0.0342,0.0375,-0.1026,0.114
34.3441,0.0671,0.0459,-0.1124,0.139
34.350303,0.1095,0.0667,-0.0959,0.16
34.353668,0.1018,0.0732,-0.0936,0.156
34.358684,0.1109,0.0844,-0.0746,0.158
34.363958,0.1081,0.086,-0.0389,0.144
34.368331,0.0911,0.0901,-0.0247,0.13
34.374001,0.0715,0.0868,0.0063,0.113
